obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""244.7585""","=""0.0002""","=""244.75895""","=""0.00004""","=""00""","=""""",,"=""0.000""","=""40844.151""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(4P).4p""","=""r 3D*""","=""3""",,"=""""","=""L10989""",
"=""245.7826""","=""0.0002""","=""245.78281""","=""0.00004""","=""5""","=""""",,"=""170.1328""","=""40844.151""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(4P).4p""","=""r 3D*""","=""3""",,"=""""","=""L10989""",
"=""245.8037""","=""0.0002""","=""245.80402""","=""0.00003""","=""4""","=""""",,"=""0.000""","=""40670.509""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(4P).4p""","=""r 3D*""","=""2""",,"=""""","=""L10989""",
"=""245.9089""","=""0.0005""","=""245.90992""","=""0.00004""","=""3""","=""""",,"=""386.874""","=""41039.870""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(2H).4p""","=""y 1H*""","=""5""",,"=""""","=""L16762""",
"=""245.9652""","=""0.0002""","=""245.96611""","=""0.00011""","=""8""","=""""",,"=""8436.618""","=""49080.327""","=""3d2.4s2""","=""a 3P""","=""0""","=""3d2.4s.(2F).5p""","=""3D*""","=""1""",,"=""""","=""L10989""",
"=""246.1879""","=""0.0002""","=""246.18823""","=""0.00007""","=""4""","=""""",,"=""8492.422""","=""49099.463""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.4s.(2F).5p""","=""3D*""","=""2""",,"=""""","=""L10989""",
"=""246.3045""","=""0.0002""","=""246.30431""","=""0.00011""","=""4""","=""""",,"=""8492.422""","=""49080.327""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.4s.(2F).5p""","=""3D*""","=""1""",,"=""""","=""L10989""",
"=""246.4979""","=""0.0002""","=""246.49801""","=""0.00003""","=""6""","=""""",,"=""0.000""","=""40556.014""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(4P).4p""","=""r 3D*""","=""1""",,"=""""","=""L10989""",
"=""246.5467""","=""0.0002""","=""246.54682""","=""0.00007""","=""5""","=""""",,"=""8602.3441""","=""49150.329""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.4s.(2F).5p""","=""3D*""","=""3""",,"=""""","=""L10989""",
"=""246.8366""","=""0.0002""","=""246.83666""","=""0.00003""","=""6""","=""""",,"=""170.1328""","=""40670.509""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(4P).4p""","=""r 3D*""","=""2""",,"=""""","=""L10989""",
"=""246.8564""","=""0.0002""","=""246.85651""","=""0.00007""","=""2""","=""""",,"=""8602.3441""","=""49099.463""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.4s.(2F).5p""","=""3D*""","=""2""",,"=""""","=""L10989""",
"=""247.0996""","=""0.0002""","=""247.09963""","=""0.00004""","=""6""","=""""",,"=""386.874""","=""40844.151""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(4P).4p""","=""r 3D*""","=""3""",,"=""""","=""L10989""",
"=""250.4510""","=""0.0005""","=""250.45012""","=""0.00004""","=""7""","=""""",,"=""386.874""","=""40302.957""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(2D2).4p""","=""w 1F*""","=""3""",,"=""""","=""L16762""",
"=""251.7155""","=""0.0003""","=""251.71549""","=""0.00003""","=""1""","=""""",,"=""0.000""","=""39715.439""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2D2).4p""","=""s 3D*""","=""3""",,"=""""","=""L10989""",
"=""251.9025""","=""0.0003""","=""251.90245""","=""0.00003""","=""10""","=""5.9e+06""",C,"=""0.000""","=""39685.964""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2D2).4p""","=""s 3D*""","=""2""",,"=""T3499n""","=""L10989""",
"=""252.0542""","=""0.0003""","=""252.05415""","=""0.00003""","=""15+""","=""3.8e+07""",C,"=""0.000""","=""39662.081""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2D2).4p""","=""s 3D*""","=""1""",,"=""T3499n""","=""L10989""",
"=""252.7985""","=""0.0003""","=""252.79850""","=""0.00003""","=""10""","=""6.8e+06""",C,"=""170.1328""","=""39715.439""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2D2).4p""","=""s 3D*""","=""3""",,"=""T3499n""","=""L10989""",
"=""252.9871""","=""0.0003""","=""252.98707""","=""0.00003""","=""5""","=""3.8e+07""",C,"=""170.1328""","=""39685.964""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2D2).4p""","=""s 3D*""","=""2""",,"=""T3499n""","=""L10989""",
"=""254.1908""","=""0.0003""","=""254.19177""","=""0.00003""","=""15+""","=""4.3e+07""",C,"=""386.874""","=""39715.439""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(2D2).4p""","=""s 3D*""","=""3""",,"=""T3499n""","=""L10989""",
"=""255.6445""","=""0.0003""","=""255.64449""","=""0.00006""","=""3""","=""""",,"=""7255.355""","=""46360.447""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d3.(2P).4p""","=""1P*""","=""1""",,"=""""","=""L10989""",
"=""255.7054""","=""0.0005""","=""255.70601""","=""0.00005""","=""6""","=""""",,"=""170.1328""","=""39265.818""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d.4s2.4p""","=""w 1D*""","=""2""",,"=""""","=""L16762""",
"=""255.8236""","=""0.0003""","=""255.82335""","=""0.00003""","=""4""","=""""",,"=""0.000""","=""39077.753""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2D2).4p""","=""x 1P*""","=""1""",,"=""""","=""L10989""",
"=""257.8883""","=""0.0003""","=""257.88849""","=""0.00003""","=""3""","=""""",,"=""0.000""","=""38764.844""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2P).4p""","=""t 3D*""","=""3""",,"=""""","=""L10989""",
"=""258.3221""","=""0.0003""","=""258.32192""","=""0.00003""","=""5""","=""""",,"=""0.000""","=""38699.805""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2P).4p""","=""t 3D*""","=""2""",,"=""""","=""L10989""",
"=""258.6277""","=""0.0003""","=""258.62760""","=""0.00003""","=""4""","=""""",,"=""0.000""","=""38654.068""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2P).4p""","=""t 3D*""","=""1""",,"=""""","=""L10989""",
"=""259.0255""","=""0.0003""","=""259.02538""","=""0.00003""","=""8""","=""4.7e+06""",C,"=""170.1328""","=""38764.844""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2P).4p""","=""t 3D*""","=""3""",,"=""T3499n""","=""L10989""",
"=""259.3640""","=""0.0003""","=""259.36407""","=""0.00003""","=""11""","=""6.9e+06""",C,"=""0.000""","=""38544.316""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2G).4p""","=""t 3F*""","=""3""",,"=""T3499n""","=""L10989""",
"=""259.4628""","=""0.0003""","=""259.46265""","=""0.00003""","=""2""","=""""",,"=""170.1328""","=""38699.805""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2P).4p""","=""t 3D*""","=""2""",,"=""""","=""L10989""",
"=""259.6584""","=""0.0003""","=""259.65865""","=""0.00003""","=""11""","=""6.9e+06""",C,"=""170.1328""","=""38670.723""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2G).4p""","=""t 3F*""","=""4""",,"=""T3499n""","=""L10989""",
"=""259.9904""","=""0.0003""","=""259.99146""","=""0.00003""","=""15+""","=""6.7e+07""",C,"=""0.000""","=""38451.309""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2G).4p""","=""t 3F*""","=""2""",,"=""T3499n""","=""L10989""",
"=""260.4891""","=""0.0003""","=""260.48833""","=""0.00003""","=""6""","=""""",,"=""386.874""","=""38764.844""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(2P).4p""","=""t 3D*""","=""3""",,"=""""","=""L10989""",
"=""260.5133""","=""0.0003""","=""260.51403""","=""0.00003""","=""15""","=""6.4e+07""",C,"=""170.1328""","=""38544.316""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2G).4p""","=""t 3F*""","=""3""",,"=""T3499n""","=""L10989""",
"=""261.1285""","=""0.0003""","=""261.12878""","=""0.00003""","=""15""","=""6.4e+07""",C,"=""386.874""","=""38670.723""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(2G).4p""","=""t 3F*""","=""4""",,"=""T3499n""","=""L10989""",
"=""261.1469""","=""0.0003""","=""261.14701""","=""0.00003""","=""11""","=""3.3e+07""",C,"=""170.1328""","=""38451.309""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2G).4p""","=""t 3F*""","=""2""",,"=""T3499n""","=""L10989""",
"=""261.9802""","=""0.0003""","=""261.98003""","=""0.00003""","=""5""","=""""",,"=""0.000""","=""38159.461""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""3""",,"=""""","=""L10989""",
"=""261.9934""","=""0.0003""","=""261.99389""","=""0.00003""","=""13""","=""2.1e+07""",C,"=""386.874""","=""38544.316""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(2G).4p""","=""t 3F*""","=""3""",,"=""T3499n""","=""L10989""",
"=""263.1525""","=""0.0003""","=""263.15336""","=""0.00003""","=""14""","=""1.7e+07""",C,"=""170.1328""","=""38159.461""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""3""",,"=""T3499n""","=""L10989""",
"=""263.2411""","=""0.0003""","=""263.24164""","=""0.00003""","=""14""","=""2.7e+07""",C,"=""0.000""","=""37976.589""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""2""",,"=""T3499n""","=""L10989""",
"=""263.6164""","=""0.0003""","=""263.61635""","=""0.00006""","=""0""","=""""",,"=""7255.355""","=""45177.966""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d2.4s.(2P).4p""","=""3P*""","=""2""",,"=""""","=""L10989""",
"=""264.1087""","=""0.0003""","=""264.10953""","=""0.00003""","=""15""","=""1.8e+08""",C,"=""0.000""","=""37851.802""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""1""",,"=""T3499n""","=""L10989""",
"=""264.2275""","=""0.0003""","=""264.22746""","=""0.00006""","=""3""","=""""",,"=""6742.756""","=""44577.664""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d3.(4F).5p""","=""5D*""","=""4""",,"=""""","=""L10989""",
"=""264.2442""","=""0.0003""","=""264.24439""","=""0.00006""","=""00""","=""""",,"=""6556.833""","=""44389.317""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d3.(4F).5p""","=""5D*""","=""2""",,"=""""","=""L10989""",
"=""264.3853""","=""0.0003""","=""264.38517""","=""0.00006""","=""3""","=""""",,"=""6661.006""","=""44473.347""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d3.(4F).5p""","=""5D*""","=""3""",,"=""""","=""L10989""",
"=""264.4253""","=""0.0003""","=""264.42632""","=""0.00003""","=""15""","=""1.4e+08""",C,"=""170.1328""","=""37976.589""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""2""",,"=""T3499n""","=""L10989""",
"=""264.5376""","=""0.0003""","=""264.53761""","=""0.00006""","=""5""","=""""",,"=""6598.765""","=""44389.317""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d3.(4F).5p""","=""5D*""","=""2""",,"=""""","=""L10989""",
"=""264.6493""","=""0.0003""","=""264.64894""","=""0.00006""","=""4""","=""""",,"=""6556.833""","=""44331.489""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d3.(4F).5p""","=""5D*""","=""1""",,"=""""","=""L10989""",
"=""264.6625""","=""0.0003""","=""264.66344""","=""0.00003""","=""15""","=""1.5e+08""",C,"=""386.874""","=""38159.461""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""3""",,"=""T3499n""","=""L10989""",
"=""264.8554""","=""0.0003""","=""264.85531""","=""0.00008""","=""3""","=""""",,"=""6556.833""","=""44302.058""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d3.(4F).5p""","=""5D*""","=""0""",,"=""""","=""L10989""",
"=""264.8642""","=""0.0003""","=""264.86417""","=""0.00003""","=""5""","=""""",,"=""0.000""","=""37743.962""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2D2).4p""","=""u 3F*""","=""3""",,"=""""","=""L10989""",
"=""264.9296""","=""0.0003""","=""264.92917""","=""0.00006""","=""6""","=""""",,"=""6842.962""","=""44577.664""","=""3d3.(4F).4s""","=""a 5F""","=""5""","=""3d3.(4F).5p""","=""5D*""","=""4""",,"=""""","=""L10989""",
"=""264.9584""","=""0.0003""","=""264.95804""","=""0.00006""","=""7""","=""""",,"=""6742.756""","=""44473.347""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d3.(4F).5p""","=""5D*""","=""3""",,"=""""","=""L10989""",
"=""264.9742""","=""0.0003""","=""264.97405""","=""0.00006""","=""5""","=""""",,"=""6661.006""","=""44389.317""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d3.(4F).5p""","=""5D*""","=""2""",,"=""""","=""L10989""",
"=""265.1140""","=""0.0003""","=""265.11397""","=""0.00006""","=""2""","=""""",,"=""6661.006""","=""44369.406""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d3.(4F).5p""","=""5F*""","=""4""",,"=""""","=""L10989""",
"=""265.2753""","=""0.0003""","=""265.27532""","=""0.00006""","=""2""","=""""",,"=""6598.765""","=""44284.231""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d3.(4F).5p""","=""5F*""","=""3""",,"=""""","=""L10989""",
"=""265.2978""","=""0.0003""","=""265.29758""","=""0.00003""","=""8""","=""""",,"=""170.1328""","=""37852.437""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2D2).4p""","=""u 3F*""","=""4""",,"=""""","=""L10989""",
"=""265.4152""","=""0.0003""","=""265.41534""","=""0.00008""","=""2""","=""""",,"=""6556.833""","=""44222.420""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d3.(4F).5p""","=""5F*""","=""2""",,"=""""","=""L10989""",
"=""265.4921""","=""0.0003""","=""265.49215""","=""0.00004""","=""8""","=""""",,"=""0.000""","=""37654.690""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2D2).4p""","=""u 3F*""","=""2""",,"=""""","=""L10989""",
"=""265.6361""","=""0.0003""","=""265.63604""","=""0.00006""","=""5""","=""""",,"=""6842.962""","=""44477.256""","=""3d3.(4F).4s""","=""a 5F""","=""5""","=""3d3.(4F).5p""","=""5F*""","=""5""",,"=""""","=""L10989""",
"=""265.6902""","=""0.0003""","=""265.69001""","=""0.00006""","=""3""","=""""",,"=""6742.756""","=""44369.406""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d3.(4F).5p""","=""5F*""","=""4""",,"=""""","=""L10989""",
"=""265.6940""","=""0.0003""","=""265.69414""","=""0.00007""","=""3""","=""""",,"=""6556.833""","=""44182.898""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d3.(4F).5p""","=""5F*""","=""1""",,"=""""","=""L10989""",
"=""265.7118""","=""0.0003""","=""265.71116""","=""0.00008""","=""""","=""""",,"=""6598.765""","=""44222.420""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d3.(4F).5p""","=""5F*""","=""2""",,"=""""","=""L10989""",
"=""265.7142""","=""0.0003""","=""265.71420""","=""0.00005""","=""""","=""""",,"=""6661.006""","=""44284.231""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d3.(4F).5p""","=""5F*""","=""3""",,"=""""","=""L10989""",
"=""265.7186""","=""0.0003""","=""265.71879""","=""0.00006""","=""""","=""3.2e+06""",C,"=""0.000""","=""37622.575""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d.4s2.4p""","=""x 1F*""","=""3""",,"=""T3499n""","=""L10989""",
"=""265.9905""","=""0.0003""","=""265.99059""","=""0.00007""","=""1""","=""""",,"=""6598.765""","=""44182.898""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d3.(4F).5p""","=""5F*""","=""1""",,"=""""","=""L10989""",
"=""266.0636""","=""0.0003""","=""266.06354""","=""0.00003""","=""6""","=""""",,"=""170.1328""","=""37743.962""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2D2).4p""","=""u 3F*""","=""3""",,"=""""","=""L10989""",
"=""266.1959""","=""0.0003""","=""266.19653""","=""0.00003""","=""14""","=""8.9e+06""",C,"=""0.000""","=""37555.058""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2G).4p""","=""v 3G*""","=""3""",,"=""T3499n""","=""L10989""",
"=""266.2929""","=""0.0003""","=""266.29285""","=""0.00005""","=""0""","=""""",,"=""6742.756""","=""44284.231""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d3.(4F).5p""","=""5F*""","=""3""",,"=""""","=""L10989""",
"=""266.3569""","=""0.0005""","=""266.35626""","=""0.00005""","=""2""","=""""",,"=""6842.962""","=""44375.500""","=""3d3.(4F).4s""","=""a 5F""","=""5""","=""3d2.4s.(4F).5p""","=""3G*""","=""5""",,"=""""","=""L16762""",
"=""266.4865""","=""0.0005""","=""266.48546""","=""0.00003""","=""00""","=""""",,"=""6742.756""","=""44257.098""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d2.4s.(4F).5p""","=""3G*""","=""4""",,"=""""","=""L16762""",
"=""266.6967""","=""0.0003""","=""266.69722""","=""0.00004""","=""00""","=""""",,"=""170.1328""","=""37654.690""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2D2).4p""","=""u 3F*""","=""2""",,"=""""","=""L10989""",
"=""266.8324""","=""0.0003""","=""266.83244""","=""0.00003""","=""3""","=""""",,"=""386.874""","=""37852.437""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(2D2).4p""","=""u 3F*""","=""4""",,"=""""","=""L10989""",
"=""266.9262""","=""0.0003""","=""266.92592""","=""0.00006""","=""5""","=""""",,"=""170.1328""","=""37622.575""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d.4s2.4p""","=""x 1F*""","=""3""",,"=""""","=""L10989""",
"=""266.9587""","=""0.0003""","=""266.95929""","=""0.00003""","=""14""","=""1.0e+07""",C,"=""170.1328""","=""37617.894""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2G).4p""","=""v 3G*""","=""4""",,"=""T3499n""","=""L10989""",
"=""267.4080""","=""0.0003""","=""267.40802""","=""0.00003""","=""6""","=""""",,"=""170.1328""","=""37555.058""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2G).4p""","=""v 3G*""","=""3""",,"=""""","=""L10989""",
"=""267.6073""","=""0.0003""","=""267.60729""","=""0.00003""","=""3""","=""""",,"=""386.874""","=""37743.962""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(2D2).4p""","=""u 3F*""","=""3""",,"=""""","=""L10989""",
"=""267.8354""","=""0.0003""","=""267.83442""","=""0.00004""","=""3""","=""""",,"=""0.000""","=""37325.410""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2D2).4p""","=""w 3P*""","=""2""",,"=""""","=""L10989""",
"=""267.9910""","=""0.0003""","=""267.99208""","=""0.00003""","=""15""","=""1.3e+07""",C,"=""386.874""","=""37690.327""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(2G).4p""","=""v 3G*""","=""5""",,"=""T3499n""","=""L10989""",
"=""268.0400""","=""0.0003""","=""268.03982""","=""0.00009""","=""2""","=""""",,"=""6842.962""","=""44139.772""","=""3d3.(4F).4s""","=""a 5F""","=""5""","=""3d3.(4F).5p""","=""5G*""","=""6""",,"=""""","=""L10989""",
"=""268.1630""","=""0.0003""","=""268.16297""","=""0.00005""","=""0""","=""""",,"=""6661.006""","=""43940.689""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d3.(4F).5p""","=""5G*""","=""4""",,"=""""","=""L10989""",
"=""268.2360""","=""0.0003""","=""268.23631""","=""0.00006""","=""0""","=""""",,"=""6598.765""","=""43868.255""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d3.(4F).5p""","=""5G*""","=""3""",,"=""""","=""L10989""",
"=""268.3234""","=""0.0003""","=""268.32394""","=""0.00007""","=""00""","=""""",,"=""6556.833""","=""43814.152""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d3.(4F).5p""","=""5G*""","=""2""",,"=""""","=""L10989""",
"=""268.4800""","=""0.0003""","=""268.47973""","=""0.00006""","=""7""","=""""",,"=""386.874""","=""37622.575""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d.4s2.4p""","=""x 1F*""","=""3""",,"=""""","=""L10989""",
"=""268.5137""","=""0.0003""","=""268.51349""","=""0.00003""","=""6""","=""""",,"=""386.874""","=""37617.894""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(2G).4p""","=""v 3G*""","=""4""",,"=""""","=""L10989""",
"=""268.8160""","=""0.0005""","=""268.81639""","=""0.00004""","=""1""","=""""",,"=""170.1328""","=""37359.203""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(4P).4p""","=""y 5S*""","=""2""",,"=""""","=""L16762""",
"=""268.9328""","=""0.0003""","=""268.93269""","=""0.00004""","=""2""","=""""",,"=""0.000""","=""37172.989""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(2D2).4p""","=""w 3P*""","=""1""",,"=""""","=""L10989""",
"=""268.9676""","=""0.0003""","=""268.96746""","=""0.00003""","=""4""","=""""",,"=""386.874""","=""37555.058""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(2G).4p""","=""v 3G*""","=""3""",,"=""""","=""L10989""",
"=""269.0609""","=""0.0003""","=""269.06090""","=""0.00004""","=""3""","=""""",,"=""170.1328""","=""37325.410""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(2D2).4p""","=""w 3P*""","=""2""",,"=""""","=""L10989""",
"=""269.3370""","=""0.0005""","=""269.337748""","=""0.000022""","=""0""","=""""",,"=""12118.393""","=""49235.4807""","=""3d2.4s2""","=""a 1G""","=""4""","=""3d3.(4F<7/2>).4f""","=""2[7/2]*""","=""4""",,"=""""","=""L16762""",
"=""269.4763""","=""0.0003""","=""269.47599""","=""0.00022""","=""0""","=""""",,"=""11776.812""","=""48874.86""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d2.4s.(2F).5p""","=""3G*""","=""5""",,"=""""","=""L10989""",
"=""270.2077""","=""0.0003""","=""270.20781""","=""0.00022""","=""2""","=""""",,"=""11776.812""","=""48774.39""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d2.4s.(2F).5p""","=""3F*""","=""4""",,"=""""","=""L10989""",
"=""270.2640""","=""0.0003""","=""270.2642""","=""0.0003""","=""1""","=""""",,"=""11639.8109""","=""48629.67""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d2.4s.(2F).5p""","=""3F*""","=""3""",,"=""""","=""L10989""",
"=""270.3490""","=""0.0003""","=""270.34894""","=""0.00005""","=""0""","=""""",,"=""7255.355""","=""44233.620""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d2.4s.(4F).5p""","=""o 3D*""","=""3""",,"=""""","=""L10989""",
"=""270.7110""","=""0.0003""","=""270.71088""","=""0.00022""","=""0""","=""""",,"=""11531.761""","=""48460.59""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d2.4s.(2F).5p""","=""3F*""","=""2""",,"=""""","=""L10989""",
"=""270.8671""","=""0.0003""","=""270.86712""","=""0.00006""","=""0""","=""""",,"=""11776.812""","=""48684.340""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d2.4s.(2F).5p""","=""3G*""","=""4""",,"=""""","=""L10989""",
"=""270.9045""","=""0.0005""","=""270.90404""","=""0.00015""","=""2""","=""""",,"=""11639.8109""","=""48542.31""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d2.4s.(2F).5p""","=""3G*""","=""3""",,"=""""","=""L16762""",
"=""271.6107""","=""0.0005""","=""271.61042""","=""0.00004""","=""00""","=""""",,"=""6661.006""","=""43467.537""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d2.4s.(4F).5p""","=""r 3F*""","=""2""",,"=""""","=""L16762""",
"=""272.2480""","=""0.0003""","=""272.24784""","=""0.00007""","=""2""","=""""",,"=""7255.355""","=""43975.715""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d2.4s.(4F).5p""","=""o 3D*""","=""1""",,"=""""","=""L10989""",
"=""272.5064""","=""0.0003""","=""272.50623""","=""0.00007""","=""9""","=""""",,"=""8492.422""","=""45177.966""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.4s.(2P).4p""","=""3P*""","=""2""",,"=""""","=""L10989""",
"=""272.7416""","=""0.0003""","=""272.74157""","=""0.00007""","=""8""","=""""",,"=""8436.618""","=""45090.509""","=""3d2.4s2""","=""a 3P""","=""0""","=""3d2.4s.(2P).4p""","=""3P*""","=""1""",,"=""""","=""L10989""",
