obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 21
181.276,0.002,181.27599,0.00020,55164.5,"g,a",,,168.3371,55332.84,3d.4s2,2D,5/2,3d.4s.(1D).31p,2P*,3/2,6,4,,,L2110,
181.288,0.002,181.2882,0.0014,55160.8,"g,a",,,0.0000,55160.8,3d.4s2,2D,3/2,3d.4s.(1D).21p,2P*,3/2,4,4,,,L2110,
181.2935,0.0002,181.29349,0.00020,55159.18,"g,a",,,0.0000,55159.18,3d.4s2,2D,3/2,3d.4s.(1D).21p,2P*,1/2,4,2,,,L2110,
181.307,0.002,181.3073,0.0014,55155.1,"g,a",,,168.3371,55323.3,3d.4s2,2D,5/2,3d.4s.(1D).30p,2P*,3/2,6,4,,,L2110,
181.342,0.002,181.3425,0.0014,55144.4,"g,a",,,168.3371,55312.6,3d.4s2,2D,5/2,3d.4s.(1D).29p,2P*,3/2,6,4,,,L2110,
181.380,0.002,181.3800,0.0014,55132.9,"g,a",,,168.3371,55301.2,3d.4s2,2D,5/2,3d.4s.(1D).28p,2P*,3/2,6,4,,,L2110,
181.4005,0.0002,181.40050,0.00020,55126.64,"g,a",,,0.0000,55126.64,3d.4s2,2D,3/2,3d.4s.(1D).20p,2P*,3/2,4,4,,,L2110,
181.406,0.002,181.4059,0.0020,55125.0,"g,a",,,0.0000,55125.0,3d.4s2,2D,3/2,3d.4s.(1D).20p,2P*,1/2,4,2,,,L2110,
181.424,0.002,181.42290,0.00020,55119.5,"g,a",,,168.3371,55288.17,3d.4s2,2D,5/2,3d.4s.(1D).27p,2P*,3/2,6,4,,,L2110,
181.473,0.002,181.4722,0.0014,55104.6,"g,a",,,168.3371,55273.2,3d.4s2,2D,5/2,3d.4s.(1D).26p,2P*,3/2,6,4,,,L2110,
181.529,0.002,181.5279,0.0014,55087.6,"g,a",,,168.3371,55256.3,3d.4s2,2D,5/2,3d.4s.(1D).25p,2P*,3/2,6,4,,,L2110,
