obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""216.5686""","=""""","=""""","=""8""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""216.5940""","=""216.5956""","=""0.0019""","=""12""","=""""",,"=""12161.96""","=""58316.46""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""216.6165""","=""216.6184""","=""0.0019""","=""2""","=""""",,"=""1670.29""","=""47819.94""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""216.7654""","=""216.7663""","=""0.0019""","=""25""","=""""",,"=""3325.53""","=""49443.70""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""216.7806""","=""216.7816""","=""0.0019""","=""5""","=""""",,"=""13307.10""","=""59422.00""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""216.8290""","=""216.8300""","=""0.0019""","=""25""","=""""",,"=""0.00""","=""46104.62""","=""5d4.6s2""","=""5D""","=""0""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""216.8856""","=""216.8876""","=""0.0019""","=""10""","=""""",,"=""3325.53""","=""49417.90""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""216.9474""","=""216.9483""","=""0.0019""","=""100r""","=""""",,"=""4830.00""","=""50909.47""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""216.9660""","=""216.9671""","=""0.0019""","=""4""","=""""",,"=""15460.01""","=""61535.50""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""216.9760""","=""216.9767""","=""0.0019""","=""2""","=""""",,"=""13348.56""","=""59422.00""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""217.0196""","=""217.0206""","=""0.0019""","=""40""","=""""",,"=""4830.00""","=""50894.12""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""217.0632""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""217.1086""","=""""","=""""","=""4w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""217.114""","=""217.1153""","=""0.0019""","=""1""","=""""",,"=""12161.96""","=""58206.00""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""217.151""","=""217.1510""","=""0.0019""","=""3""","=""""",,"=""6219.33""","=""52255.80""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""217.2984""","=""""","=""""","=""12""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""217.4620""","=""217.4629""","=""0.0019""","=""60""","=""""",,"=""4830.00""","=""50800.44""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""217.508""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""217.5842""","=""217.5851""","=""0.0019""","=""80r""","=""""",,"=""3325.53""","=""49270.16""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""217.6558""","=""217.6562""","=""0.0019""","=""6""","=""""",,"=""12161.96""","=""58091.58""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""217.6938""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""217.7760""","=""217.7760""","=""0.0019""","=""30""","=""""",,"=""13307.10""","=""59211.47""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""217.8474""","=""217.8494""","=""0.0019""","=""80r""","=""""",,"=""4830.00""","=""50718.90""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""217.8886""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""217.9764""","=""217.9783""","=""0.0019""","=""100r""","=""""",,"=""6219.33""","=""52081.09""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""218.0026""","=""218.0042""","=""0.0019""","=""4""","=""""",,"=""9528.06""","=""55384.38""","=""5d4.6s2""","=""3P2""","=""0""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""218.0778""","=""218.0797""","=""0.0019""","=""40""","=""""",,"=""6219.33""","=""52059.78""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""218.149""","=""218.1465""","=""0.0019""","=""15""","=""""",,"=""3325.53""","=""49151.94""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""218.1603""","=""218.1620""","=""0.0019""","=""2""","=""""",,"=""13348.56""","=""59171.71""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""218.1946""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""218.290""","=""218.2916""","=""0.0019""","=""150r""","=""""",,"=""6219.33""","=""52015.28""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""218.347""","=""""","=""""","=""12""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""218.4204""","=""""","=""""","=""35""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""218.456""","=""218.4593""","=""0.0019""","=""6""","=""""",,"=""0.00""","=""45760.80""","=""5d4.6s2""","=""5D""","=""0""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""218.5256""","=""218.5271""","=""0.0019""","=""40""","=""""",,"=""3325.53""","=""49072.14""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""218.6300""","=""218.6313""","=""0.0019""","=""8""","=""""",,"=""2951.29""","=""48676.08""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""218.6374""","=""218.6390""","=""0.0019""","=""25""","=""""",,"=""16431.31""","=""62154.50""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""218.770""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""218.849""","=""218.8505""","=""0.0019""","=""10""","=""""",,"=""17008.50""","=""62687.50""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""6""",,"=""""","=""L153""",
"=""218.886""","=""218.8866""","=""0.0019""","=""5""","=""""",,"=""15069.93""","=""60741.40""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""218.905""","=""218.9056""","=""0.0019""","=""15""","=""""",,"=""1670.29""","=""47337.79""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""218.919""","=""218.9198""","=""0.0019""","=""30""","=""""",,"=""4830.00""","=""50494.54""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""219.028""","=""219.0294""","=""0.0019""","=""1""","=""""",,"=""12161.96""","=""57803.66""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""219.052""","=""219.0531""","=""0.0019""","=""40""","=""""",,"=""6219.33""","=""51856.10""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""219.1225""","=""219.1238""","=""0.0019""","=""4""","=""""",,"=""13777.71""","=""59399.74""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""219.1446""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""219.180""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""219.236""","=""""","=""""","=""60""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""219.2615""","=""""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""219.3016""","=""219.3006""","=""0.0019""","=""50""","=""""",,"=""1670.29""","=""47255.55""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""219.3707""","=""219.3717""","=""0.0019""","=""30""","=""""",,"=""12161.96""","=""57732.46""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""219.478""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""219.6354""","=""219.6367""","=""0.0019""","=""4""","=""""",,"=""17008.50""","=""62524.02""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""6""",,"=""""","=""L153""",
"=""219.7080""","=""219.7100""","=""0.0019""","=""80""","=""""",,"=""13348.56""","=""58848.90""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""219.8367""","=""219.8383""","=""0.0019""","=""150""","=""""",,"=""4830.00""","=""50303.78""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""219.8915""","=""219.8927""","=""0.0019""","=""200r""","=""""",,"=""3325.53""","=""48788.06""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""219.9166""","=""219.9175""","=""0.0019""","=""40""","=""""",,"=""12161.96""","=""57619.36""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""219.9300""","=""219.9309""","=""0.0019""","=""50""","=""""",,"=""4830.00""","=""50284.64""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""219.988""","=""""","=""""","=""12""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""220.0316""","=""220.0320""","=""0.0009""","=""25""","=""""",,"=""13777.71""","=""59211.47""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""220.0532""","=""220.0538""","=""0.0009""","=""20""","=""""",,"=""13348.56""","=""58777.80""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""220.1504""","=""220.1514""","=""0.0009""","=""60""","=""""",,"=""1670.29""","=""47079.40""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""220.2856""","=""220.2869""","=""0.0009""","=""50""","=""""",,"=""6219.33""","=""51600.52""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""220.3188""","=""220.3163""","=""0.0009""","=""40*""","=""""",,"=""2951.29""","=""48326.41""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""220.3188""","=""220.3218""","=""0.0009""","=""40*""","=""""",,"=""0.00""","=""45374.00""","=""5d4.6s2""","=""5D""","=""0""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""220.3518""","=""220.3531""","=""0.0009""","=""6""","=""""",,"=""2951.29""","=""48318.84""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""220.4092""","=""220.4107""","=""0.0009""","=""50""","=""""",,"=""4830.00""","=""50185.70""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""220.4610""","=""220.4632""","=""0.0009""","=""15""","=""""",,"=""15069.93""","=""60414.83""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
"=""220.5368""","=""""","=""""","=""20""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""220.6456""","=""220.6468""","=""0.0009""","=""4""","=""""",,"=""13348.56""","=""58655.72""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""220.7028""","=""220.7035""","=""0.0009""","=""20""","=""""",,"=""13348.56""","=""58644.10""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""220.7160""","=""220.7158""","=""0.0009""","=""30""","=""""",,"=""2951.29""","=""48244.29""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""220.7373""","=""220.7386""","=""0.0009""","=""40""","=""""",,"=""13307.10""","=""58595.42""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""220.7542""","=""""","=""""","=""20""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""220.8314""","=""""","=""""","=""25""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""220.8382""","=""""","=""""","=""15""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""220.9064""","=""220.9075""","=""0.0009""","=""35""","=""""",,"=""6219.33""","=""51473.04""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""220.9422""","=""220.9409""","=""0.0009""","=""20""","=""""",,"=""13348.56""","=""58595.42""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""221.0745""","=""221.0758""","=""0.0009""","=""15""","=""""",,"=""2951.29""","=""48170.55""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""221.1644""","=""""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""221.2170""","=""221.2172""","=""0.0009""","=""75""","=""""",,"=""12161.96""","=""57352.32""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""221.2606""","=""""","=""""","=""20""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""221.3460""","=""""","=""""","=""8""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""221.3696""","=""221.3696""","=""0.0009""","=""40""","=""""",,"=""15069.93""","=""60229.18""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""221.4340""","=""221.4346""","=""0.0009""","=""50""","=""""",,"=""17008.50""","=""62154.50""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""221.4708""","=""221.4691""","=""0.0009""","=""20""","=""""",,"=""13348.56""","=""58487.52""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""221.4830""","=""221.4829""","=""0.0009""","=""40""","=""""",,"=""1670.29""","=""46806.45""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""221.5354""","=""""","=""""","=""12""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""221.6414""","=""221.6399""","=""0.0009""","=""30""","=""""",,"=""16431.31""","=""61535.50""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""221.7176""","=""221.7175""","=""0.0009""","=""30""","=""""",,"=""15069.93""","=""60158.32""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""221.802""","=""221.8011""","=""0.0009""","=""3""","=""""",,"=""6219.33""","=""51290.73""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""221.8352""","=""221.8354""","=""0.0009""","=""40""","=""""",,"=""3325.53""","=""48389.96""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""221.9192""","=""221.9189""","=""0.0009""","=""25""","=""""",,"=""17107.01""","=""62154.50""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""221.9295""","=""221.9297""","=""0.0009""","=""6c""","=""""",,"=""16431.31""","=""61476.60""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""222.009""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""222.040""","=""222.0400""","=""0.0009""","=""35""","=""""",,"=""14976.18""","=""59999.10""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""222.0675""","=""222.0676""","=""0.0009""","=""8c""","=""""",,"=""2951.29""","=""47968.62""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""222.1852""","=""222.1861""","=""0.0009""","=""40""","=""""",,"=""3325.53""","=""48318.84""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""222.2363""","=""222.2367""","=""0.0009""","=""6""","=""""",,"=""13307.10""","=""58290.18""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""222.2444""","=""222.2444""","=""0.0009""","=""10""","=""""",,"=""12161.96""","=""57143.48""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""222.290""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""222.301""","=""222.3022""","=""0.0009""","=""12""","=""""",,"=""12161.96""","=""57131.78""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""222.3574""","=""222.3578""","=""0.0009""","=""80r""","=""""",,"=""4830.00""","=""49788.58""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""222.4314""","=""222.4328""","=""0.0009""","=""25""","=""""",,"=""1670.29""","=""46613.70""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""0""",,"=""""","=""L153""",
"=""222.5230""","=""222.5236""","=""0.0009""","=""15""","=""""",,"=""15460.01""","=""60385.09""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""222.5544""","=""222.5549""","=""0.0009""","=""100""","=""""",,"=""3325.53""","=""48244.29""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""222.698""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""222.798""","=""222.7990""","=""0.0009""","=""80r""","=""""",,"=""4830.00""","=""49699.56""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""222.814""","=""222.8147""","=""0.0009""","=""20""","=""""",,"=""13777.71""","=""58644.10""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""222.858""","=""222.8592""","=""0.0009""","=""30""","=""""",,"=""13348.56""","=""58206.00""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""222.880""","=""222.8820""","=""0.0009""","=""40""","=""""",,"=""6219.33""","=""51072.18""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""222.911""","=""222.9123""","=""0.0009""","=""15""","=""""",,"=""9528.06""","=""54374.80""","=""5d4.6s2""","=""3P2""","=""0""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""222.9196""","=""222.9209""","=""0.0009""","=""50""","=""""",,"=""3325.53""","=""48170.55""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""223.0734""","=""""","=""""","=""50""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""223.112""","=""223.1125""","=""0.0009""","=""6""","=""""",,"=""4830.00""","=""49636.52""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""223.430""","=""223.4291""","=""0.0009""","=""5""","=""""",,"=""13348.56""","=""58091.58""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""223.458""","=""223.4582""","=""0.0009""","=""40""","=""""",,"=""0.00""","=""44737.21""","=""5d4.6s2""","=""5D""","=""0""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""223.528""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""223.5954""","=""223.5951""","=""0.0009""","=""5""","=""""",,"=""13777.71""","=""58487.52""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""223.6525""","=""223.6526""","=""0.0009""","=""8""","=""""",,"=""15460.01""","=""60158.32""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""223.6566""","=""""","=""""","=""8""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""223.6932""","=""223.6935""","=""0.0009""","=""12""","=""""",,"=""6219.33""","=""50909.47""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""223.709""","=""223.7080""","=""0.0009""","=""15""","=""""",,"=""4830.00""","=""49517.26""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""223.7222""","=""223.7226""","=""0.0009""","=""30""","=""""",,"=""4830.00""","=""49514.34""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""223.739""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""223.770""","=""223.7704""","=""0.0009""","=""25""","=""""",,"=""6219.33""","=""50894.12""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""223.7953""","=""223.7959""","=""0.0009""","=""35""","=""""",,"=""12161.96""","=""56831.67""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""223.8567""","=""223.8573""","=""0.0009""","=""10""","=""""",,"=""1670.29""","=""46327.75""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
