obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 17
324.33502,324.33501,0.00008,14,,,20039.682,50863.106,,,7/2,5d4.(5D).6p,6F*,9/2,,,L11762,
324.34237,324.34231,0.00021,5,,,14634.336,45457.066,5d4.(5D).6s,4D,3/2,5d4.(5D).6p,6F*,1/2,,,L11762,
324.52424,324.52417,0.00032,4,,,34090.867,64896.325,5d5,4F,9/2,,,7/2,,,L11762,
324.64821,324.64819,0.00021,5,,,19637.309,50430.999,,,5/2,,,3/2,,,L11762,
324.98346,324.98335,0.00010,10,,,22139.861,52901.794,5d4.(3F2).6s,4F,5/2,,,7/2,,,L11762,
325.12679,325.125820,0.000317,7bl,6.15e+05,B,11301.024,42049.478,5d3.6s2,4F,5/2,5d4.(5D).6p,6F*,5/2,,T7162,L11762,
325.48299,325.48317,0.00053,2,,,20780.358,51495.054,,,9/2,,,11/2,,,L11762,
325.49919,325.49918,0.00003,39,,,27273.753,57986.939,,,7/2,,,9/2,,,L11762,
325.55159,325.55165,0.00032,4,,,30618.045,61326.281,,,5/2,,,7/2,,,L11762,
325.55647,325.55666,0.00021,4,,,22194.031,52901.794,,,7/2,,,7/2,,,L11762,
325.77911,325.77899,0.00032,4,,,23450.418,54137.225,5d4.(3D).6s,4D,5/2,,,3/2,,,L11762,
326.03038,326.03033,0.00064,2,,,22139.861,52803.012,5d4.(3F2).6s,4F,5/2,,,3/2,,,L11762,
326.11646,326.11655,0.00074,2p,,,19637.309,50292.354,,,5/2,5d3.(4F).6s.(5F).6p,6D*,5/2,,,L11762,
326.19016,326.18887,0.00213,2*,,,32486.525,63134.773,,,3/2,,,3/2,,,L11762,
326.19016,326.19060,0.00213,2*,,,26226.897,56874.983,,,5/2,,,5/2,,,L11762,
326.22168,326.22168,0.00004,32,,,28631.688,59276.854,,,7/2,,,7/2,,,L11762,
326.59634,326.59624,0.00021,6,,,26158.581,56768.602,5d5,4G,9/2,,,7/2,,,L11762,
326.73905,326.73904,0.00006,19,,,41583.988,72180.632,,,9/2,,,11/2,,,L11762,
326.83314,326.83315,0.00012,9,,,24804.612,55392.446,,,7/2,,,9/2,,,L11762,
326.85373,326.85374,0.00011,11,2.27e+06,B,14967.745,45553.652,,,5/2,,,3/2,,T7162,L11762,
326.88464,326.88475,0.00021,6,,,27273.753,57856.759,,,7/2,,,5/2,,,L11762,
327.00057,327.00075,0.00021,5,,,23803.702,54375.859,,,7/2,,,5/2,,,L11762,
327.32681,327.32680,0.00032,4,,,26226.897,56768.602,,,5/2,,,7/2,,,L11762,
327.47692,327.47672,0.00032,4,,,29341.426,59869.150,,,9/2,,,7/2,,,L11762,
327.74084,327.74093,0.00054,2,,,32486.525,62989.639,,,3/2,,,5/2,,,L11762,
327.75316,327.75310,0.00032,3,,,31100.286,61602.268,5d5,2I,11/2,,,13/2,,,L11762,
327.77874,327.77851,0.00065,2,,,30618.045,61117.662,,,5/2,,,3/2,,,L11762,
327.89084,327.89082,0.00011,11,,,31100.286,61589.457,5d5,2I,11/2,,,11/2,,,L11762,
328.24536,328.24535,0.00032,3,,,27273.753,57729.994,,,7/2,,,7/2,,,L11762,
328.26697,328.26676,0.00022,6,,,26158.581,56612.836,5d5,4G,9/2,,,7/2,,,L11762,
328.37350,328.37347,0.00016,7,,,35826.644,66271.003,,,9/2,,,9/2,,,L11762,
328.57855,328.57854,0.00013,9,,,34090.867,64516.226,5d5,4F,9/2,,,9/2,,,L11762,
328.65601,328.656023,0.000076,21,1.51e+06,B,8711.274,39129.460,5d3.6s2,4F,3/2,5d4.(5D).6p,6F*,3/2,,T7162,L11762,
328.79165,328.79169,0.00032,4,,,26526.710,56932.345,5d5,4P,1/2,,,3/2,,,L11762,
329.14246,329.14233,0.00054,2,,,22194.031,52567.276,,,7/2,,,9/2,,,L11762,
329.31040,329.31003,0.00016,8,,,24804.612,55162.390,,,7/2,,,5/2,,,L11762,
329.73920,329.73931,0.00044,3,,,25169.877,55488.134,,,3/2,5d3.(4P).6s.(5P).6p,6P*,3/2,,,L11762,
329.74624,329.74634,0.00054,2,,,26226.897,56544.508,,,5/2,5d3.(4P).6s.(5P).6p,6P*,5/2,,,L11762,
329.82499,329.82500,0.00004,29,,,28377.585,58687.965,,,11/2,,,9/2,,,L11762,
329.93745,329.93733,0.00033,3,,,22502.951,52803.012,5d4.(3D).6s,4D,3/2,,,3/2,,,L11762,
329.97358,329.97359,0.00009,12,8.40e+05,B,8832.728,39129.460,,,1/2,5d4.(5D).6p,6F*,3/2,,T7162,L11762,
330.03221,330.03221,0.00008,16,,,23046.724,53338.075,,,7/2,,,7/2,,,L11762,
330.12347,330.12346,0.00022,5,,,30618.045,60901.023,,,5/2,,,5/2,,,L11762,
330.18509,330.185122,0.000218,4,3.23e+06,B,14634.336,44911.659,5d4.(5D).6s,4D,3/2,,,3/2,,T7162,L11762,
330.32026,330.32029,0.00055,2,,,20780.358,51045.292,,,9/2,5d3.(4F).6s.(5F).6p,6F*,7/2,,,L11762,
330.37101,330.37096,0.00033,3,,,31100.286,61360.578,5d5,2I,11/2,,,9/2,,,L11762,
330.42696,330.42677,0.00022,4,,,31347.087,61602.268,5d5,2I,13/2,,,13/2,,,L11762,
330.45180,330.45178,0.00007,19,,,23803.702,54056.594,,,7/2,,,9/2,,,L11762,
330.61273,330.61272,0.00014,8,,,32486.525,62724.690,,,3/2,,,3/2,,,L11762,
330.82968,330.82985,0.00066,3,,,24804.612,55022.932,,,7/2,,,7/2,,,L11762,
330.83348,330.83348,0.00004,29,,,26158.581,56376.569,5d5,4G,9/2,,,11/2,,,L11762,
331.01514,331.01516,0.00011,10,,,41583.988,71785.392,,,9/2,,,9/2,,,L11762,
331.20002,331.20002,0.00055,2,,,32950.226,63134.773,,,3/2,,,3/2,,,L11762,
331.35092,331.35095,0.00022,4,,,24991.591,55162.390,,,3/2,,,5/2,,,L11762,
331.41000,331.40996,0.00033,3,,,35315.585,65481.012,,,7/2,5d3.(4P).6s.(5P).6p,6S*,5/2,,,L11762,
331.43061,331.43052,0.00033,3,,,18990.929,49154.484,,,3/2,,,1/2,,,L11762,
331.46465,331.46438,0.00055,2,,,26929.008,57089.482,5d4.(1I).6s,2I,11/2,,,9/2,,,L11762,
331.68376,331.68375,0.00033,4,,,31100.286,61240.813,5d5,2I,11/2,,,11/2,,,L11762,
331.73988,331.73985,0.00022,6,,,22139.861,52275.291,5d4.(3F2).6s,4F,5/2,,,7/2,,,L11762,
331.94598,331.94598,0.00014,8,,,34090.867,64207.585,5d5,4F,9/2,,,9/2,,,L11762,
332.01453,332.01470,0.00055,2,,,19070.550,49181.034,,,9/2,,,9/2,,,L11762,
332.08932,332.08930,0.00033,3,,,31446.928,61550.649,,,7/2,,,7/2,,,L11762,
332.09404,332.09397,0.00022,4,,,23234.778,53338.075,,,9/2,,,7/2,,,L11762,
332.11364,332.11416,0.00044,3,,,35925.336,66026.803,,,5/2,,,7/2,,,L11762,
332.33738,332.33727,0.00044,3,,,22194.031,52275.291,,,7/2,,,7/2,,,L11762,
332.37351,332.37411,0.00033,476bl,,,28631.688,58709.614,,,7/2,,,7/2,,,L11762,
332.59536,332.59541,0.00022,5,,,29341.426,59399.339,,,9/2,,,9/2,,,L11762,
332.61330,332.61352,0.00066,3,,,28631.688,58687.965,,,7/2,,,9/2,,,L11762,
332.80003,332.80025,0.00033,3,,,32950.226,62989.639,,,3/2,,,5/2,,,L11762,
333.32064,333.32068,0.00022,5,,,25169.877,55162.390,,,3/2,,,5/2,,,L11762,
333.32627,333.32627,0.00033,4,1.74e+06,B,18990.929,48982.939,,,3/2,5d3.(4F).6s.(5F).6p,6D*,3/2,,T7162,L11762,
333.47779,333.47777,0.00022,6,,,27273.753,57252.138,,,7/2,,,5/2,,,L11762,
333.54185,333.54178,0.00022,4,,,23450.418,53423.050,5d4.(3D).6s,4D,5/2,,,3/2,,,L11762,
333.59298,333.59295,0.00022,5,,,32486.525,62454.559,,,3/2,,,3/2,,,L11762,
333.82452,333.82449,0.00017,7,,,22139.861,52087.110,5d4.(3F2).6s,4F,5/2,,,5/2,,,L11762,
333.86169,333.861674,0.000089,14,2.05e+06,B,14967.745,44911.659,,,5/2,,,3/2,,T7162,L11762,
333.89780,333.897737,0.000446,3,,,16234.715,46175.395,,,5/2,,,7/2,,,L11762,
333.90231,333.902320,0.000067,16,1.10e+06,B,16553.087,46493.356,5d4.(3H).6s,4H,9/2,5d3.(4F).6s.(5F).6p,6G*,9/2,,T7162,L11762,
333.95640,333.95632,0.00017,7,,,29341.426,59276.854,,,9/2,,,7/2,,,L11762,
334.24623,334.246231,0.000022,60,5.80e+06,B,14967.745,44877.209,,,5/2,5d4.(5D).6p,6F*,7/2,,T7162,L11762,
334.28559,334.28560,0.00007,17,,,28631.688,58537.630,,,7/2,,,7/2,,,L11762,
334.310068,334.310068,0.000011,102,6.07e+06,B,16589.603,46493.356,,,7/2,5d3.(4F).6s.(5F).6p,6G*,9/2,,T7162,L11762,
334.341576,334.341576,0.000011,150,4.81e+06,B,14857.160,44758.095,,,9/2,,,9/2,,T7162,L11762,
334.49013,334.49012,0.00003,35,,,23450.418,53338.075,5d4.(3D).6s,4D,5/2,,,7/2,,,L11762,
334.58315,334.58318,0.00022,81bl,,,23450.418,53329.762,5d4.(3D).6s,4D,5/2,,,3/2,,,L11762,
334.82879,334.82877,0.00004,26,,,26226.897,56084.326,,,5/2,,,3/2,,,L11762,
334.83707,334.83709,0.00022,6,,,30618.045,60474.732,,,5/2,,,5/2,,,L11762,
334.88631,334.88631,0.00003,41,,,22502.951,52355.250,5d4.(3D).6s,4D,3/2,5d4.(5D).6p,4D*,1/2,,,L11762,
334.93364,334.93368,0.00045,3,,,19276.431,49124.508,,,5/2,,,7/2,,,L11762,
334.94872,334.94889,0.00067,2,,,32486.525,62333.247,,,3/2,,,5/2,,,L11762,
334.95471,334.95501,0.00056,2,,,28490.920,58337.096,,,3/2,,,5/2,,,L11762,
335.06387,335.06403,0.00022,7,2.05e+06,B,20455.888,50292.354,5d4.(3F2).6s,4F,3/2,5d3.(4F).6s.(5F).6p,6D*,5/2,,T7162,L11762,
335.23922,335.23920,0.00022,4,6.29e+05,B,14634.336,44455.212,5d4.(5D).6s,4D,3/2,5d3.(4F).6s.(5F).6p,6F*,1/2,,T7162,L11762,
335.27288,335.27290,0.00009,13,,,28490.920,58308.799,,,3/2,,,1/2,,,L11762,
335.29382,335.29363,0.00017,6,,,25672.099,55488.134,,,5/2,5d3.(4P).6s.(5P).6p,6P*,3/2,,,L11762,
335.29690,335.29707,0.00022,4,,,27273.753,57089.482,,,7/2,,,9/2,,,L11762,
335.82748,335.82753,0.00034,4,,,30223.744,59992.379,,,3/2,,,5/2,,,L11762,
335.85950,335.859505,0.000023,79,,,16589.603,46355.404,,,7/2,,,5/2,,,L11762,
335.92327,335.92327,0.00034,3,,,19070.550,48830.701,,,9/2,,,7/2,,,L11762,
336.03234,336.03233,0.00011,11,,,19403.991,49154.484,,,1/2,,,1/2,,,L11762,
336.11037,336.11037,0.00003,38,6.47e+06,B,8832.728,38576.313,,,1/2,,,1/2,,T7162,L11762,
336.37205,336.372038,0.000079,15,1.28e+06,B,14634.336,44354.784,5d4.(5D).6s,4D,3/2,,,5/2,,T7162,L11762,
336.39244,336.39259,0.00034,3,,,35925.336,65643.968,,,5/2,,,7/2,,,L11762,
336.45681,336.45643,0.00068,2,,,24991.591,54704.585,,,3/2,,,5/2,,,L11762,
336.63364,336.63339,0.00057,2,,,34090.867,63788.242,5d5,4F,9/2,,,7/2,,,L11762,
336.67168,336.67169,0.00015,7,,,24804.612,54498.608,,,7/2,,,7/2,,,L11762,
336.97785,336.97788,0.00045,3,,,23234.778,52901.794,,,9/2,,,7/2,,,L11762,
337.02221,337.02220,0.00023,6,,,23450.418,53113.533,5d4.(3D).6s,4D,5/2,,,5/2,,,L11762,
337.04574,337.04573,0.00023,6,,,41583.988,71245.032,,,9/2,,,9/2,,,L11762,
337.21906,337.21906,0.00006,21,,,30632.927,60278.726,,,9/2,,,9/2,,,L11762,
337.23301,337.23290,0.00034,3,,,32486.525,62131.107,,,3/2,,,1/2,,,L11762,
337.41194,337.41195,0.00057,2,,,35826.644,65455.496,,,9/2,,,7/2,,,L11762,
337.48649,337.486489,0.000057,22,,,16553.087,46175.395,5d4.(3H).6s,4H,9/2,,,7/2,,,L11762,
337.61403,337.61357,0.00057,156bl*,,,28118.836,57729.994,5d4.(3P1).6s,4P,5/2,,,7/2,,,L11762,
337.61403,337.614029,0.000570,156bl*,6.03e+06,B,15146.977,44758.095,5d4.(3H).6s,4H,7/2,,,9/2,,T7162,L11762,
337.61956,337.61959,0.00008,15,,,32950.460,62561.090,,,7/2,,,7/2,,,L11762,
337.72676,337.72681,0.00023,5,,,27273.753,56874.983,,,7/2,,,5/2,,,L11762,
337.90305,337.903042,0.000034,36,,,16589.603,46175.395,,,7/2,,,7/2,,,L11762,
337.96074,337.96075,0.00057,2,,,35315.585,64896.325,,,7/2,,,7/2,,,L11762,
338.06926,338.06925,0.00013,9,,,24804.612,54375.859,,,7/2,,,5/2,,,L11762,
338.22505,338.22516,0.00057,2,,,26526.710,56084.326,5d5,4P,1/2,,,3/2,,,L11762,
338.26341,338.26345,0.00010,11,,,19276.431,48830.701,,,5/2,,,7/2,,,L11762,
338.30877,338.30872,0.00009,13,,,29341.426,58891.742,,,9/2,,,11/2,,,L11762,
338.48791,338.48751,0.00057,2,,,25169.877,54704.585,,,3/2,,,5/2,,,L11762,
338.49120,338.49135,0.00023,6,,,23803.702,53338.075,,,7/2,,,7/2,,,L11762,
338.64980,338.64983,0.00023,6,,,23046.724,52567.276,,,7/2,,,9/2,,,L11762,
338.69332,338.69322,0.00057,2,,,28490.920,58007.690,,,3/2,,,3/2,,,L11762,
338.76371,338.76363,0.00023,6,,,26929.008,56439.643,5d4.(1I).6s,2I,11/2,5d4.(3H).6p,4H*,13/2,,,L11762,
338.88688,338.88689,0.00015,8,,,35826.644,65326.546,,,9/2,,,11/2,,,L11762,
338.95347,338.95344,0.00057,2,,,24991.591,54485.701,,,3/2,,,1/2,,,L11762,
338.99718,338.99734,0.00046,2,,,25672.099,55162.390,,,5/2,,,5/2,,,L11762,
339.03290,339.03289,0.00069,2,,,19637.309,49124.508,,,5/2,,,7/2,,,L11762,
339.44516,339.44528,0.00016,7,,,23450.418,52901.794,5d4.(3D).6s,4D,5/2,,,7/2,,,L11762,
339.48937,339.48926,0.00035,3,,,26929.008,56376.569,5d4.(1I).6s,2I,11/2,,,11/2,,,L11762,
339.57110,339.57111,0.00023,4,,,25045.238,54485.701,5d4.(3D).6s,4D,1/2,,,1/2,,,L11762,
339.89230,339.892303,0.000035,48,,,18000.627,47413.270,,,7/2,,,5/2,,,L11762,
340.18847,340.188450,0.000023,86,7.03e+06,B,14967.745,44354.784,,,5/2,,,5/2,,T7162,L11762,
340.22045,340.22053,0.00023,4,,,24991.591,54375.859,,,3/2,,,5/2,,,L11762,
340.58764,340.58767,0.00058,2,,,23450.418,52803.012,5d4.(3D).6s,4D,5/2,,,3/2,,,L11762,
340.60809,340.60811,0.00015,8,,,25672.099,55022.932,,,5/2,,,7/2,,,L11762,
340.65795,340.65795,0.00007,17,,,29341.426,58687.965,,,9/2,,,9/2,,,L11762,
340.683277,340.683277,0.000012,116,,,10592.485,39936.842,,,3/2,5d3.(4F).6s.(5F).6p,6G*,5/2,,,L11762,
340.74452,340.74452,0.00007,18,,,27273.753,56612.836,,,7/2,,,7/2,,,L11762,
340.82101,340.82102,0.00023,5,,,23234.778,52567.276,,,9/2,,,9/2,,,L11762,
340.98385,340.98396,0.00047,3,,,41583.988,70902.470,,,9/2,,,9/2,,,L11762,
341.01602,341.01487,0.00233,8*,,,25169.877,54485.701,,,3/2,,,1/2,,,L11762,
341.01602,341.01693,0.00233,8*,,,30618.045,59933.692,,,5/2,,,7/2,,,L11762,
341.27398,341.27396,0.00014,10,,,18990.929,48284.498,,,3/2,,,5/2,,,L11762,
341.54019,341.53996,0.00035,3,,,27273.753,56544.508,,,7/2,5d3.(4P).6s.(5P).6p,6P*,5/2,,,L11762,
341.662536,341.662536,0.000012,296,,,8711.274,37971.528,5d3.6s2,4F,3/2,5d3.(4F).6s.(5F).6p,6G*,3/2,,,L11762,
341.97095,341.97096,0.00035,3,,,26158.581,55392.446,5d5,4G,9/2,,,9/2,,,L11762,
342.11336,342.11336,0.00005,27,,,24804.612,54026.309,,,7/2,,,5/2,,,L11762,
342.14143,342.14135,0.00023,4,,,30223.744,59443.051,,,3/2,,,5/2,,,L11762,
342.27599,342.276061,0.000352,4,4.39e+05,B,15146.977,44354.784,5d4.(3H).6s,4H,7/2,,,5/2,,T7162,L11762,
342.29772,342.29745,0.00070,2,,,25169.877,54375.859,,,3/2,,,5/2,,,L11762,
342.36008,342.36006,0.00141,1,,,35315.585,64516.226,,,7/2,,,9/2,,,L11762,
342.44509,342.44507,0.00006,20,,,19637.309,48830.701,,,5/2,,,7/2,,,L11762,
342.59184,342.59190,0.00023,4,,,32950.226,62131.107,,,3/2,,,1/2,,,L11762,
342.62050,342.62056,0.00016,7,,,31100.286,60278.726,5d5,2I,11/2,,,9/2,,,L11762,
343.05649,343.05662,0.00059,2,,,20039.682,49181.034,,,7/2,,,9/2,,,L11762,
343.07362,343.07377,0.00024,4,,,27273.753,56413.649,,,7/2,,,9/2,,,L11762,
343.08676,343.08667,0.00018,7,,,8832.728,37971.528,,,1/2,5d3.(4F).6s.(5F).6p,6G*,3/2,,,L11762,
343.32317,343.32316,0.00009,13,,,31100.286,60219.015,5d5,2I,11/2,,,11/2,,,L11762,
343.37221,343.37223,0.00142,1,,,22139.861,51254.429,5d4.(3F2).6s,4F,5/2,,,3/2,,,L11762,
343.56416,343.56413,0.00014,8,,,28631.688,57729.994,,,7/2,,,7/2,,,L11762,
344.05937,344.059363,0.000036,34,1.71e+06,B,17436.932,46493.356,5d4.(3H).6s,4H,11/2,5d3.(4F).6s.(5F).6p,6G*,9/2,,T7162,L11762,
344.06477,344.06479,0.00006,23,,,33910.548,62966.514,,,11/2,,,11/2,,,L11762,
344.24940,344.24938,0.00012,10,,,23046.724,52087.110,,,7/2,,,5/2,,,L11762,
344.31662,344.31659,0.00024,4,,,24991.591,54026.309,,,3/2,,,5/2,,,L11762,
344.986386,344.986386,0.000012,106,1.20e+06,B,13411.939,42390.287,5d3.6s2,4F,7/2,5d3.(4F).6s.(5F).6p,6G*,7/2,,T7162,L11762,
345.11723,345.11739,0.00036,3,,,25169.877,54137.225,,,3/2,,,3/2,,,L11762,
345.18839,345.18799,0.00060,2,,,26526.710,55488.134,5d5,4P,1/2,5d3.(4P).6s.(5P).6p,6P*,3/2,,,L11762,
345.25006,345.250064,0.000024,81,8.32e+05,B,13434.070,42390.287,,,5/2,5d3.(4F).6s.(5F).6p,6G*,7/2,,T7162,L11762,
345.49198,345.49192,0.00048,3,,,31538.785,60474.732,,,5/2,,,5/2,,,L11762,
345.49732,345.49734,0.00011,12,,,26226.897,55162.390,,,5/2,,,5/2,,,L11762,
345.50199,345.50188,0.00024,5,,,22502.951,51438.064,5d4.(3D).6s,4D,3/2,,,5/2,,,L11762,
346.03792,346.03792,0.00005,25,,,19442.466,48332.758,5d4.(3H).6s,4H,13/2,5d3.(4F).6s.(5F).6p,6G*,11/2,,,L11762,
346.35128,346.351294,0.000024,54,5.93e+06,B,13434.070,42298.223,,,5/2,,,3/2,,T7162,L11762,
346.44398,346.44397,0.00011,11,,,25169.877,54026.309,,,3/2,,,5/2,,,L11762,
346.50604,346.50606,0.00036,3,,,22194.031,51045.292,,,7/2,5d3.(4F).6s.(5F).6p,6F*,7/2,,,L11762,
346.82308,346.82328,0.00036,3,,,23450.418,52275.291,5d4.(3D).6s,4D,5/2,,,7/2,,,L11762,
346.92679,346.92677,0.00014,9,,,23046.724,51862.999,,,7/2,,,7/2,,,L11762,
347.12287,347.12292,0.00024,7,,,26158.581,54958.573,5d5,4G,9/2,,,11/2,,,L11762,
347.17079,347.17062,0.00036,3,,,26226.897,55022.932,,,5/2,,,7/2,,,L11762,
347.23125,347.23111,0.00024,4,,,20039.682,48830.701,,,7/2,,,7/2,,,L11762,
347.52813,347.52814,0.00005,29,,,30632.927,59399.339,,,9/2,,,9/2,,,L11762,
347.70874,347.70866,0.00036,3,,,22502.951,51254.429,5d4.(3D).6s,4D,3/2,,,3/2,,,L11762,
348.18812,348.18801,0.00012,10,,,28377.585,57089.482,,,11/2,,,9/2,,,L11762,
348.34938,348.34939,0.00061,2,,,20455.888,49154.484,5d4.(3F2).6s,4F,3/2,,,1/2,,,L11762,
348.61244,348.61241,0.00005,29,3.83e+06,B,16234.715,44911.659,,,5/2,,,3/2,,T7162,L11762,
348.70801,348.70810,0.00073,2,,,22194.031,50863.106,,,7/2,5d4.(5D).6p,6F*,9/2,,,L11762,
348.94315,348.94313,0.00061,2,,,28118.836,56768.602,5d4.(3P1).6s,4P,5/2,,,7/2,,,L11762,
348.97873,348.97873,0.00024,6,,,20534.191,49181.034,,,11/2,,,9/2,,,L11762,
349.03171,349.03172,0.00007,16,1.35e+06,B,16234.715,44877.209,,,5/2,5d4.(5D).6p,6F*,7/2,,T7162,L11762,
349.09208,349.092115,0.000061,26,3.92e+06,B,13411.939,42049.478,5d3.6s2,4F,7/2,5d4.(5D).6p,6F*,5/2,,T7162,L11762,
349.113096,349.113096,0.000012,125,,,11301.024,39936.842,5d3.6s2,4F,5/2,5d3.(4F).6s.(5F).6p,6G*,5/2,,,L11762,
349.20577,349.20574,0.00009,16,,,23234.778,51862.999,,,9/2,,,7/2,,,L11762,
350.21841,350.21832,0.00037,3,,,31446.928,59992.379,,,7/2,,,5/2,,,L11762,
350.36547,350.36547,0.00006,23,,,24804.612,53338.075,,,7/2,,,7/2,,,L11762,
350.47807,350.47805,0.00037,3,,,30223.744,58748.042,,,3/2,,,3/2,,,L11762,
350.85065,350.85072,0.00037,3,,,28118.836,56612.836,5d4.(3P1).6s,4P,5/2,,,7/2,,,L11762,
350.86638,350.866375,0.000037,44,2.32e+06,B,18000.627,46493.356,,,7/2,5d3.(4F).6s.(5F).6p,6G*,9/2,,T7162,L11762,
350.93980,350.93985,0.00015,8,,,31446.928,59933.692,,,7/2,,,7/2,,,L11762,
351.12689,351.12690,0.00025,6,,,23803.702,52275.291,,,7/2,,,7/2,,,L11762,
351.20656,351.20662,0.00025,6,,,25672.099,54137.225,,,5/2,,,3/2,,,L11762,
351.29697,351.29711,0.00037,3,,,28631.688,57089.482,,,7/2,,,9/2,,,L11762,
351.41037,351.41038,0.00025,5,,,24991.591,53440.213,,,3/2,,,1/2,,,L11762,
351.62232,351.62252,0.00074,13*,,,24991.591,53423.050,,,3/2,,,3/2,,,L11762,
351.62232,351.62307,0.00074,13*,,,35925.336,64356.750,,,5/2,,,7/2,,,L11762,
352.15382,352.15378,0.00050,2,,,29341.426,57729.994,,,9/2,,,7/2,,,L11762,
352.20960,352.20968,0.00025,6,,,28490.920,56874.983,,,3/2,,,5/2,,,L11762,
352.31194,352.31198,0.00025,5,,,32950.460,61326.281,,,7/2,,,7/2,,,L11762,
352.57350,352.573464,0.000100,13,,,18000.627,46355.404,,,7/2,,,5/2,,,L11762,
352.67990,352.67991,0.00005,24,,,34090.867,62437.086,5d5,4F,9/2,,,9/2,,,L11762,
352.70562,352.70566,0.00025,6,,,20780.358,49124.508,,,9/2,,,7/2,,,L11762,
352.86002,352.86003,0.00025,4,,,37312.218,65643.968,,,7/2,,,7/2,,,L11762,
352.87753,352.87728,0.00062,2,,,31538.785,59869.150,,,5/2,,,7/2,,,L11762,
352.95501,352.955063,0.000087,19,2.26e+06,B,16553.087,44877.209,5d4.(3H).6s,4H,9/2,5d4.(5D).6p,6F*,7/2,,T7162,L11762,
353.14454,353.14459,0.00037,3,,,24804.612,53113.533,,,7/2,,,5/2,,,L11762,
353.44933,353.44921,0.00025,6,,,25045.238,53329.762,5d4.(3D).6s,4D,1/2,,,3/2,,,L11762,
353.62661,353.62660,0.00006,18,,,25169.877,53440.213,,,3/2,,,1/2,,,L11762,
353.85528,353.85530,0.00025,4,,,28187.578,56439.643,5d4.(1I).6s,2I,13/2,5d4.(3H).6p,4H*,13/2,,,L11762,
353.94611,353.94612,0.00038,3,,,20039.682,48284.498,,,7/2,,,5/2,,,L11762,
354.44568,354.445688,0.000088,14,4.61e+05,B,16553.087,44758.095,5d4.(3H).6s,4H,9/2,,,9/2,,T7162,L11762,
354.64701,354.64683,0.00038,4,7.38e+05,B,18990.929,47179.941,,,3/2,,,3/2,,T7162,L11762,
354.82606,354.826125,0.000139,9,,,18000.627,46175.395,,,7/2,,,7/2,,,L11762,
354.905184,354.905184,0.000013,93,2.44e+06,B,16589.603,44758.095,,,7/2,,,9/2,,T7162,L11762,
355.01390,355.01366,0.00063,2,,,25169.877,53329.762,,,3/2,,,3/2,,,L11762,
355.10678,355.10688,0.00038,3,1.82e+05,B,22139.861,50292.354,5d4.(3F2).6s,4F,5/2,5d3.(4F).6s.(5F).6p,6D*,5/2,,T7162,L11762,
355.15159,355.15143,0.00088,7p,,,26226.897,54375.859,,,5/2,,,5/2,,,L11762,
355.30407,355.30350,0.00114,3*,,,28631.688,56768.602,,,7/2,,,7/2,,,L11762,
355.30407,355.30445,0.00114,3*,,,19276.431,47413.270,,,5/2,,,5/2,,,L11762,
355.40550,355.40547,0.00038,4,,,25209.233,53338.075,,,9/2,,,7/2,,,L11762,
355.49255,355.49267,0.00038,3,,,24991.591,53113.533,,,3/2,,,5/2,,,L11762,
355.51638,355.51635,0.00004,36,3.11e+06,B,16234.715,44354.784,,,5/2,,,5/2,,T7162,L11762,
355.60117,355.60130,0.00063,2,,,30223.744,58337.096,,,3/2,,,5/2,,,L11762,
355.70175,355.70205,0.00177,2p,,,32950.460,61055.849,,,7/2,,,9/2,,,L11762,
355.79150,355.79150,0.00013,10,1.71e+06,B,22194.031,50292.354,,,7/2,5d3.(4F).6s.(5F).6p,6D*,5/2,,T7162,L11762,
355.95963,355.95959,0.00011,11,,,30223.744,58308.799,,,3/2,,,1/2,,,L11762,
356.14419,356.14415,0.00025,4,1.04e+06,B,26158.581,54229.082,5d5,4G,9/2,5d4.(5D).6p,6F*,11/2,,T7162,L11762,
356.25127,356.25131,0.00010,12,,,28377.585,56439.643,,,11/2,5d4.(3H).6p,4H*,13/2,,,L11762,
356.40048,356.40010,0.00038,3,,,20780.358,48830.701,,,9/2,,,7/2,,,L11762,
356.58214,356.58162,0.00038,4,,,28377.585,56413.649,,,11/2,,,9/2,,,L11762,
357.05364,357.05387,0.00051,3,,,28377.585,56376.569,,,11/2,,,11/2,,,L11762,
357.08749,357.08751,0.00038,3,,,41583.988,69580.334,,,9/2,,,7/2,,,L11762,
357.19857,357.19852,0.00026,4,,,23450.418,51438.064,5d4.(3D).6s,4D,5/2,,,5/2,,,L11762,
357.247240,357.247253,0.000013,114,1.69e+07,B,10592.485,38576.313,,,3/2,,,1/2,,T7162,L11762,
357.28147,357.28147,0.00006,22,,,28631.688,56612.836,,,7/2,,,7/2,,,L11762,
357.53146,357.53128,0.00064,2,,,35826.644,63788.242,,,9/2,,,7/2,,,L11762,
357.64885,357.64879,0.00018,7,,,31446.928,59399.339,,,7/2,,,9/2,,,L11762,
357.66846,357.66846,0.00026,4,,,35315.585,63266.459,,,7/2,,,7/2,,,L11762,
358.18808,358.18807,0.00026,5,,,26226.897,54137.225,,,5/2,,,3/2,,,L11762,
