Configuration,Term,J,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
3p6.3d7.(2F).4s.4p.(3P*),2D*,5/2,,134783.14,,,,                                                     ,
3p6.3d7.(2F).4s.4p.(3P*),2D*,3/2,,134964.78,,,,                                                     ,
3p6.3d7.(2P).4s.4p.(1P*),2P*,1/2,,135053.14,,,,                                                     ,
3p6.3d7.(2P).4s.4p.(1P*),2P*,3/2,,135382.53,,,,                                                     ,
3p6.3d8.(3F).8s,2F,7/2,,135100.45,,,,                                                     ,
3p6.3d8.(3F).8s,2F,5/2,,136050.53,,,,                                                     ,
3p6.3d7.(2P).4s.4p.(1P*),2D*,5/2,,135258.92,,,,                                                     ,
3p6.3d7.(2P).4s.4p.(1P*),2D*,3/2,,136461.10,,,,                                                     ,
3p6.3d8.(3F).8p,4G*,9/2,,135261.99,,,,                                                     ,
3p6.3d8.(3F).8p,4G*,11/2,,135338.01,,,,                                                     ,
3p6.3d8.(3P<2>).4f,2[4]*,7/2,,135400.67,,,,  46             :    37  3d8.(3P<2>).4f       2[3]* ,
3p6.3d8.(3P<2>).4f,2[4]*,9/2,,135435.26,,,,  83             :    16  3d8.(1D<2>).4f       2[4]* ,
3p6.3d8.(3P<2>).4f,2[3]*,7/2,,135444.47,,,,  46             :    38  3d8.(3P<2>).4f       2[4]* ,
3p6.3d8.(3P<2>).4f,2[3]*,5/2,,135461.55,,,,  71             :    14  3d8.(1D<2>).4f       2[3]* ,
,*,7/2,,135464.86,,,,                                                     ,
3p6.3d8.(3P<2>).4f,2[2]*,3/2,,135493.26,,,,  82             :    13  3d8.(1D<2>).4f       2[2]* ,
3p6.3d8.(3P<2>).4f,2[2]*,5/2,,135512.92,,,,  71             :    12  3d8.(3P<2>).4f       2[3]* ,
3p6.3d8.(3P<2>).4f,2[5]*,11/2,,135538.61,?,,,  84             :    16  3d8.(1D<2>).4f       2[5]* ,
3p6.3d8.(3P<2>).4f,2[5]*,9/2,,135580.25,,,,  84             :    16  3d8.(1D<2>).4f       2[5]* ,
,*,9/2,,135558.80,,,,                                                     ,
3p6.3d8.(3F<3>).6f,2[1]*,1/2,,135599.00,,,,  59             :    41  3d8.(3F<3>).6f       2[0]* ,
3p6.3d8.(3F<3>).6f,2[1]*,3/2,,135619.91,,,,  86             :    14  3d8.(3F<3>).6f       2[2]* ,
3p6.3d8.(3F<3>).6f,2[6]*,11/2,,135606.20,,,, 100                                                 ,
3p6.3d8.(3F<3>).6f,2[6]*,13/2,,135606.30,,,, 100                                                 ,
3p6.3d8.(3F<3>).6f,2[2]*,5/2,,135618.08,,,, 100                                                 ,
3p6.3d8.(3F<3>).6f,2[2]*,3/2,,135623.59,,,,  85             :    14  3d8.(3F<3>).6f       2[1]* ,
3p6.3d8.(3F<3>).6f,2[3]*,7/2,,135622.60,,,,  97             :     3  3d8.(3F<3>).6f       2[4]* ,
3p6.3d8.(3F<3>).6f,2[3]*,5/2,,135630.63,,,, 100                                                 ,
3p6.3d8.(3F<3>).6f,2[5]*,9/2,,135628.41,,,,  96             :     4  3d8.(3F<3>).6f       2[4]* ,
3p6.3d8.(3F<3>).6f,2[5]*,11/2,,135645.10,,,, 100                                                 ,
3p6.3d8.(3F<3>).6f,2[4]*,7/2,,135629.40,,,,  97             :     3  3d8.(3F<3>).6f       2[3]* ,
3p6.3d8.(3F<3>).6f,2[4]*,9/2,,135640.53,,,,  96             :     4  3d8.(3F<3>).6f       2[5]* ,
3p6.3d8.(3P<2>).4f,2[1]*,3/2,,135652.93,,,,  84             :    16  3d8.(1D<2>).4f       2[1]* ,
3p6.3d8.(3P<2>).4f,2[1]*,1/2,,135670.49,,,,  84             :    16  3d8.(1D<2>).4f       2[1]* ,
3p6.3d8.(3F<3>).6g,2[1],1/2,,135682.28,,,, 100                                                 ,
3p6.3d8.(3F<3>).6g,2[1],3/2,,135682.29,,,, 100                                                 ,
3p6.3d8.(3F<3>).6g,2[2],3/2,,135685.36,,,, 100                                                 ,
3p6.3d8.(3F<3>).6g,2[2],5/2,,135685.43,,,, 100                                                 ,
3p6.3d8.(3F<3>).6g,2[7],13/2,,135686.63,,,, 100                                                 ,
3p6.3d8.(3F<3>).6g,2[7],15/2,,135686.67,,,, 100                                                 ,
3p6.3d8.(3F<3>).6g,2[3],7/2,,135689.44,,,,  99                                                 ,
3p6.3d8.(3F<3>).6g,2[3],5/2,,135689.47,,,,  99                                                 ,
3p6.3d8.(3F<3>).6g,2[4],9/2,,135693.38,,,, 100                                                 ,
3p6.3d8.(3F<3>).6g,2[4],7/2,,135693.45,,,,                                                     ,
3p6.3d8.(3F<3>).6g,2[6],11/2,,135694.01,,,, 100                                                 ,
3p6.3d8.(3F<3>).6g,2[6],13/2,,135694.04,,,, 100                                                 ,
3p6.3d8.(3F<3>).6g,2[5],11/2,,135695.63,,,, 100                                                 ,
3p6.3d8.(3F<3>).6g,2[5],9/2,,135695.64,,,, 100                                                 ,
3p6.3d8.(3F<3>).6h,2[3]*,5/2,,135700.04,,,,                                                     ,
3p6.3d8.(3F<3>).6h,2[3]*,7/2,,135700.04,,,,                                                     ,
3p6.3d8.(3F<3>).6h,2[8]*,17/2,,135700.68,,,,                                                     ,
3p6.3d8.(3F<3>).6h,2[8]*,15/2,,135700.68,,,,                                                     ,
3p6.3d8.(3F<3>).6h,2[4]*,9/2,,135703.44,,,,                                                     ,
3p6.3d8.(3F<3>).6h,2[4]*,7/2,,135703.44,,,,                                                     ,
3p6.3d8.(3F<3>).6h,2[7]*,13/2,,135704.83,,,,                                                     ,
3p6.3d8.(3F<3>).6h,2[7]*,15/2,,135704.83,,,,                                                     ,
3p6.3d8.(3F<3>).6h,2[5]*,11/2,,135705.68,,,,                                                     ,
3p6.3d8.(3F<3>).6h,2[5]*,9/2,,135705.68,,,,                                                     ,
3p6.3d8.(3F<3>).6h,2[6]*,13/2,,135706.06,,,,                                                     ,
3p6.3d8.(3F<3>).6h,2[6]*,11/2,,135706.06,,,,                                                     ,
3p6.3d7.(2F).4s.4p.(3P*),2G*,7/2,,135746.06,,,,                                                     ,
3p6.3d7.(2F).4s.4p.(3P*),2G*,9/2,,136076.26,,,,                                                     ,
3p6.3d8.(3P<1>).4f,2[2]*,3/2,,135746.13,,,,  93             :     4  3d8.(1D<2>).4f       2[2]* ,
3p6.3d8.(3P<1>).4f,2[3]*,5/2,,135849.41,,,, 100                                                 ,
3p6.3d8.(3P<1>).4f,2[3]*,7/2,,135879.41,,,, 100                                                 ,
3p6.3d8.(3F).7d,2F,7/2,,135944.40,,,,                                                     ,
3p6.3d8.(3F).7d,2F,5/2,,136959.86,,,,                                                     ,
3p6.3d8.(3P<0>).4f,2[3]*,7/2,,135954.09,,,,  99                                                 ,
3p6.3d8.(3P<0>).4f,2[3]*,5/2,,136122.61,,,,  99                                                 ,
3p6.3d8.(3F).7d,2H,11/2,,135956.01,,,,                                                     ,
3p6.3d8.(3F).7d,2H,9/2,,136880.56,,,,                                                     ,
3p6.3d8.(3F).7d,2G,9/2,,135977.31,,,,                                                     ,
3p6.3d8.(3F).7d,2G,7/2,,136936.82,,,,                                                     ,
3p6.3d8.(3F).7d,2D,5/2,,136031.43,,,,                                                     ,
3p6.3d8.(3P).5d,4D,7/2,,136201.46,,,,  81             :    16  3d8.(1D).5d          2F    ,
3p6.3d8.(3P).5d,4D,5/2,,136288.60,,,,  77             :    14  3d8.(1D).5d          2D    ,
3p6.3d8.(3P).5d,4D,1/2,,136290.83,?,,,  91             :     8  3d8.(1D).5d          2P    ,
3p6.3d8.(3P).5d,4D,3/2,,136327.55,,,,  83             :     7  3d8.(1D).5d          2D    ,
3p6.3d8.(1D).6p,2F*,7/2,,136392.85,,,,                                                     ,
3p6.3d8.(3F<2>).6f,2[5]*,11/2,,136508.20,,,,  99             :     1  3d8.(1D<2>).6f       2[5]* ,
3p6.3d8.(3F<2>).6f,2[5]*,9/2,,136524.42,,,,  99             :     1  3d8.(1D<2>).6f       2[5]* ,
3p6.3d8.(3F<2>).6f,2[1]*,1/2,,136517.20,,,,  99             :     1  3d8.(1D<2>).6f       2[1]* ,
3p6.3d8.(3F<2>).6f,2[1]*,3/2,,136531.26,,,,  85             :    14  3d8.(3F<2>).6f       2[2]* ,
3p6.3d8.(3P).5d,4F,9/2,,136519.28,,,,  84             :    16  3d8.(1D).5d          2G    ,
3p6.3d8.(3P).5d,4F,7/2,,136589.35,,,,  62             :    24  3d8.(3P).5d          2F    ,
3p6.3d8.(3P).5d,4F,5/2,,136766.49,,,,  74             :    17  3d8.(3P).5d          2D    ,
3p6.3d8.(3F<2>).6f,2[4]*,7/2,,136542.28,,,,  68             :    31  3d8.(3F<2>).6f       2[3]* ,
3p6.3d8.(3F<2>).6f,2[4]*,9/2,,136546.50,,,,  99             :     1  3d8.(1D<2>).6f       2[4]* ,
3p6.3d8.(3F<2>).6f,2[3]*,7/2,,136547.13,,,,  68             :    31  3d8.(3F<2>).6f       2[4]* ,
3p6.3d8.(3F<2>).6f,2[3]*,5/2,,136548.55,,,,  89             :    10  3d8.(3F<2>).6f       2[2]* ,
3p6.3d8.(3F<2>).6g,2[6],11/2,,136595.99,,,, 100                                                 ,
3p6.3d8.(3F<2>).6g,2[6],13/2,,136596.01,,,, 100                                                 ,
3p6.3d8.(3F<2>).6g,2[3],5/2,,136598.31,,,, 100                                                 ,
3p6.3d8.(3F<2>).6g,2[3],7/2,,136598.37,,,, 100                                                 ,
3p6.3d8.(3F<2>).6g,2[4],9/2,,136604.02,,,,  99                                                 ,
3p6.3d8.(3F<2>).6g,2[4],7/2,,136604.04,,,, 100                                                 ,
3p6.3d8.(3F<2>).6g,2[5],11/2,,136604.38,,,, 100                                                 ,
3p6.3d8.(3F<2>).6g,2[5],9/2,,136604.38,,,, 100                                                 ,
3p6.3d8.(3F<2>).6h,2[3]*,5/2,,136609.26,,,,                                                     ,
3p6.3d8.(3F<2>).6h,2[3]*,7/2,,136609.26,,,,                                                     ,
3p6.3d8.(3F<2>).6h,2[7]*,13/2,,136609.93,,,,                                                     ,
3p6.3d8.(3F<2>).6h,2[7]*,15/2,,136609.93,,,,                                                     ,
3p6.3d8.(3F<2>).6h,2[4]*,9/2,,136612.27,,,,                                                     ,
3p6.3d8.(3F<2>).6h,2[4]*,7/2,,136612.27,,,,                                                     ,
3p6.3d8.(3F<2>).6h,2[6]*,11/2,,136614.71,,,,                                                     ,
3p6.3d8.(3F<2>).6h,2[6]*,13/2,,136614.71,,,,                                                     ,
3p6.3d8.(3F<2>).6h,2[5]*,11/2,,136614.89,,,,                                                     ,
3p6.3d8.(3F<2>).6h,2[5]*,9/2,,136614.89,,,,                                                     ,
3p6.3d8.(3F).8p,2G*,9/2,,136673.64,,,,                                                     ,
3p6.3d8.(3F).8p,2G*,7/2,,137562.74,,,,                                                     ,
3p6.3d8.(3P).5d,4P,1/2,,136725.33,,,,  82             :    12  3d8.(1D).5d          2S    ,
3p6.3d8.(3P).5d,4P,5/2,,136960.75,,,,  58             :    37  3d8.(3P).5d          2F    ,
3p6.3d8.(3P).5d,,3/2,,136732.74,,,,  31  2D         :    31  3d8.(3P).5d          4P    ,
3p6.3d8.(3P).5d,,3/2,,136899.33,,,,  38  4F         :    37  3d8.(3P).5d          4P    ,
3p6.3d8.(3F).7d,2P,1/2,,136955.28,,,,                                                     ,
3p6.3d8.(3F).9s,4F,9/2,,137188.58,,,,                                                     ,
3p6.3d8.(3F).9s,4F,7/2,,137236.28,,,,                                                     ,
3p6.3d8.(3F).9s,4F,5/2,,138575.69,,,,                                                     ,
3p6.3d8.(3F).9s,4F,3/2,,139456.75,,,,                                                     ,
3p6.3d8.(3P).5d,2P,1/2,,137211.93,,,,  85             :     8  3d8.(1D).5d          2P    ,
3p6.3d8.(3P).5d,2P,3/2,,137278.22,?,,,  67             :    19  3d8.(3P).5d          2D    ,
3p6.3d8.(3F<4>).7f,2[2]*,5/2,,137519.23,,,,                                                     ,
3p6.3d8.(3F<4>).7f,2[7]*,15/2,,137519.63,,,,                                                     ,
3p6.3d8.(3F<4>).7f,2[3]*,7/2,,137523.51,,,,                                                     ,
3p6.3d8.(3F<4>).7f,2[3]*,5/2,,137526.73,,,,                                                     ,
3p6.3d8.(3F<4>).7f,2[6]*,13/2,,137529.37,,,,                                                     ,
3p6.3d8.(3F<4>).7f,2[6]*,11/2,,137535.83,,,,                                                     ,
3p6.3d8.(3F<4>).7f,2[4]*,9/2,,137531.18,,,,                                                     ,
3p6.3d8.(3F<4>).7f,2[4]*,7/2,,137535.96,,,,                                                     ,
3p6.3d8.(3F<4>).7g,2[8],15/2,,137568.00,,,,                                                     ,
3p6.3d8.(3F<4>).7g,2[8],17/2,,137568.02,,,,                                                     ,
3p6.3d8.(3F<4>).7g,2[6],11/2,,137573.19,,,,                                                     ,
3p6.3d8.(3F<4>).7g,2[6],13/2,,137573.19,,,,                                                     ,
3p6.3d8.(3F<4>).7g,2[5],11/2,,137575.14,,,,                                                     ,
3p6.3d8.(3F).8d,4P,5/2,,137706.71,,,,                                                     ,
3p6.3d8.(3F).8d,4D,7/2,,137707.26,,,,                                                     ,
3p6.3d8.(3F).8d,4D,5/2,,138014.53,,,,                                                     ,
3p6.3d8.(3F).8d,4H,13/2,,137735.22,,,,                                                     ,
3p6.3d8.(3F).8d,4H,11/2,,137742.95,,,,                                                     ,
3p6.3d8.(3F).8d,4F,9/2,,137753.87,,,,                                                     ,
3p6.3d8.(3F).8d,4F,7/2,,137776.55,,,,                                                     ,
3p6.3d8.(3F).8d,4G,11/2,,137754.78,,,,                                                     ,
3p6.3d8.(3F).8d,4G,9/2,,137782.50,?,,,                                                     ,
3p6.3d8.(3F).9p,4F*,9/2,,138121.88,,,,                                                     ,
3p6.3d7.(2F).4s.4p.(1P*),2G*,9/2,,138495.84,?,,,                                                     ,
3p6.3d8.(3F).9s,2F,7/2,,138563.71,,,,                                                     ,
3p6.3d8.(3F).9s,2F,5/2,,139492.10,,,,                                                     ,
3p6.3d8.(3P).6p,4D*,7/2,,138841.00,,,,                                                     ,
3p6.3d8.(3F<3>).7f,2[6]*,13/2,,138888.93,,,,                                                     ,
3p6.3d8.(3F<3>).7g,2[7],15/2,,138928.70,,,,                                                     ,
3p6.3d8.(3F).8d,2H,11/2,,139103.05,,,,                                                     ,
3p6.3d8.(3F<2>).7g,2[6],13/2,,139834.24,,,,                                                     ,
3p6.3d8.(1G).6s,2G,9/2,,140006.17,,,,                                                     ,
3p6.3d8.(1G).6s,2G,7/2,,140008.76,,,,                                                     ,
Ni III (3d8 3F<4>),Limit,---,,146541.56,,0.20,,                                                     ,"L7185,L897"
