obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""152.86138""","=""0.00020""","=""152.86132""","=""0.00009""","=""120""","=""""",,"=""41434.119""","=""106852.89""","=""5d7.6s2""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""106852*""","=""3/2""",,"=""""","=""L11529""",
"=""152.9177""","=""0.0010""","=""152.91766""","=""0.00004""","=""84""","=""""",,"=""4786.6527""","=""70181.323""","=""5d8.6s""","=""4F""","=""9/2""","=""5d7.(4F).6s.6p.(3P*)""","=""(9/2,1)*""","=""9/2""",,"=""""","=""L11529""",
"=""152.92945""","=""0.00020""","=""152.929384""","=""0.000016""","=""390""","=""""",,"=""9356.3167""","=""74745.974""","=""5d8.6s""","=""4F""","=""7/2""","=""5d8.6p""","=""74745*""","=""7/2""",,"=""""","=""L10146""",
"=""153.01977""","=""0.00020""","=""153.019573""","=""0.000019""","=""14000""","=""1.18e+08""",C,"=""0.000""","=""65351.117""","=""5d9""","=""2D""","=""5/2""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""5/2""",,"=""T6519n""","=""L10146""",
"=""153.09006""","=""0.00020""","=""153.08998""","=""0.00007""","=""230""","=""""",,"=""21168.729""","=""86489.79""","=""5d8.6s""","=""4F""","=""3/2""","=""5d7.6s.6p""","=""86489*""","=""5/2""",,"=""""","=""L11529""",
"=""153.15395""","=""0.00020""","=""153.15395""","=""0.00009""","=""2500""","=""""",,"=""24879.522""","=""90173.30""","=""5d7.6s2""","=""4F""","=""9/2""","=""5d7.6s.6p""","=""90173*""","=""7/2""",,"=""""","=""L11529""",
"=""153.21350""","=""0.00020""","=""153.21347""","=""0.00005""","=""670""","=""""",,"=""32918.605""","=""98187.017""","=""5d8.6s""","=""2D""","=""5/2""","=""5d7.6s.6p""","=""98186*""","=""7/2""",,"=""""","=""L10146""",
"=""153.22666""","=""0.00020""","=""153.226552""","=""0.000021""","=""670""","=""""",,"=""9356.3167""","=""74619.157""","=""5d8.6s""","=""4F""","=""7/2""","=""5d8.6p""","=""74619*""","=""5/2""",,"=""""","=""L10146""",
"=""153.24629""","=""0.00020""","=""153.24598""","=""0.00007""","=""270""","=""""",,"=""18097.764""","=""83352.33""","=""5d8.6s""","=""2F""","=""7/2""","=""5d7.6s.6p""","=""83352*""","=""7/2""",,"=""""","=""L10146""",
"=""153.2869""","=""0.0004""","=""153.2863""","=""0.0003""","=""280""","=""""",,"=""50564.651""","=""115802.07""","=""5d7.6s2""","=""2G""","=""7/2""","=""5d7.6s.6p""","=""115801*""","=""7/2""",,"=""""","=""L11529,L9479""",
"=""153.32843""","=""0.00020""","=""153.32833""","=""0.00009""","=""270""","=""""",,"=""23875.570""","=""89095.09""","=""5d8.6s""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""89095*""","=""3/2""",,"=""""","=""L11529""",
"=""153.46947""","=""0.00020""","=""153.46926""","=""0.00009""","=""950""","=""""",,"=""42031.892""","=""107191.52""","=""5d7.6s2""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""107191*""","=""5/2""",,"=""""","=""L11529""",
"=""153.49066""","=""0.00020""","=""153.49062""","=""0.00005""","=""22000""","=""""",,"=""34647.266""","=""99797.827""","=""5d7.6s2""","=""4F""","=""7/2""","=""5d7.6s.6p""","=""99797*""","=""5/2""",,"=""""","=""L10146""",
"=""153.54357""","=""0.00020""","=""153.54372""","=""0.00009""","=""560""","=""""",,"=""23461.548""","=""88589.58""","=""5d8.6s""","=""2F""","=""5/2""","=""5d7.(4P).6s.6p.(3P*)""","=""88589*""","=""7/2""",,"=""""","=""L11529""",
"=""153.55495""","=""0.00020""","=""153.55497""","=""0.00003""","=""250""","=""""",,"=""13329.277""","=""78452.536""","=""5d8.6s""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""78452*""","=""3/2""",,"=""""","=""L11529""",
"=""153.66474""","=""0.00020""","=""153.664546""","=""0.000017""","=""310""","=""""",,"=""16820.9342""","=""81897.754""","=""5d8.6s""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""81897*""","=""7/2""",,"=""""","=""L11529""",
"=""153.69303""","=""0.00020""","=""153.69284""","=""0.00009""","=""380""","=""""",,"=""43737.431""","=""108802.27""","=""5d7.6s2""","=""2G""","=""9/2""","=""5d7.(2F).6s.6p""","=""108802*""","=""9/2""",,"=""""","=""L11529""",
"=""153.86968""","=""0.00020""","=""153.86957""","=""0.00009""","=""890""","=""""",,"=""43737.431""","=""108727.54""","=""5d7.6s2""","=""2G""","=""9/2""","=""5d7.6s.6p""","=""108727*""","=""7/2""",,"=""""","=""L11529""",
"=""153.88457""","=""0.00020""","=""153.88458""","=""0.00012""","=""450""","=""""",,"=""24879.522""","=""89863.29""","=""5d7.6s2""","=""4F""","=""9/2""","=""5d7.6s.6p""","=""89863*""","=""9/2""",,"=""""","=""L11529""",
"=""153.97316""","=""0.00020""","=""153.97319""","=""0.00007""","=""420""","=""""",,"=""32237.050""","=""97183.42""","=""5d8.6s""","=""2D""","=""3/2""","=""5d7.6s.6p""","=""97183*""","=""3/2""",,"=""""","=""L11529""",
"=""154.05031""","=""0.00020""","=""154.05035""","=""0.00007""","=""12000""","=""""",,"=""36484.069""","=""101397.91""","=""5d7.6s2""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""101397*""","=""5/2""",,"=""""","=""L10146""",
"=""154.06585""","=""0.00020""","=""154.06608""","=""0.00017""","=""61""","=""""",,"=""21717.305""","=""86624.52""","=""5d8.6s""","=""4P""","=""1/2""","=""5d7.6s.6p""","=""86624*""","=""1/2""",,"=""""","=""L11529,L9479""",
"=""154.15940""","=""0.00020""","=""154.15930""","=""0.00007""","=""1800""","=""""",,"=""32918.605""","=""97786.57""","=""5d8.6s""","=""2D""","=""5/2""","=""5d7.6s.6p""","=""97786*""","=""3/2""",,"=""""","=""L11529""",
"=""154.18340""","=""0.00020""","=""154.18339""","=""0.00007""","=""14000l""","=""""",,"=""36484.069""","=""101341.90""","=""5d7.6s2""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""101341*""","=""7/2""",,"=""""","=""L10146""",
"=""154.27098""","=""0.00020""","=""154.27100""","=""0.00010""","=""6600""","=""""",,"=""42031.892""","=""106852.89""","=""5d7.6s2""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""106852*""","=""3/2""",,"=""""","=""L11529""",
"=""154.31986""","=""0.00020""","=""154.31982""","=""0.00005""","=""440""","=""""",,"=""37877.855""","=""102678.346""","=""5d7.6s2""","=""4F""","=""3/2""","=""5d7.6s.6p""","=""102678*""","=""3/2""",,"=""""","=""L11529""",
"=""154.33098""","=""0.00020""","=""154.33101""","=""0.00010""","=""1400""","=""""",,"=""41434.119""","=""106229.91""","=""5d7.6s2""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""106229*""","=""7/2""",,"=""""","=""L11529""",
"=""154.41529""","=""0.00020""","=""154.41532""","=""0.00005""","=""3400""","=""""",,"=""29262.0099""","=""94022.425""","=""5d8.6s""","=""2G""","=""9/2""","=""5d7.6s.6p""","=""94022*""","=""9/2""",,"=""""","=""L11529""",
"=""154.4530""","=""0.0010""","=""154.45266""","=""0.00021""","=""88""","=""""",,"=""50564.651""","=""115309.41""","=""5d7.6s2""","=""2G""","=""7/2""","=""5d7.(2H).6s.6p""","=""115309*""","=""9/2""",,"=""""","=""L11529,L9479""",
"=""154.52656""","=""0.00020""","=""154.52653""","=""0.00003""","=""330""","=""""",,"=""13329.277""","=""78043.083""","=""5d8.6s""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""78043*""","=""7/2""",,"=""""","=""L11529""",
"=""154.53155""","=""0.00020""","=""154.53125""","=""0.00014""","=""220""","=""""",,"=""23461.548""","=""88173.38""","=""5d8.6s""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""88173*""","=""7/2""",,"=""""","=""L11529""",
"=""154.5650""","=""0.0010""","=""154.5645""","=""0.0004""","=""51""","=""""",,"=""21168.729""","=""85866.64""","=""5d8.6s""","=""4F""","=""3/2""","=""5d7.6s.6p""","=""85866*""","=""3/2""",,"=""""","=""L11529,L9479""",
"=""154.68248""","=""0.00020""","=""154.68203""","=""0.00010""","=""9400*""","=""""",,"=""23461.548""","=""88110.30""","=""5d8.6s""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""88110*""","=""3/2""",,"=""""","=""L11529""",
"=""154.68248""","=""0.00020""","=""154.68268""","=""0.00024""","=""9400*""","=""9.30e+08""",B,"=""43737.431""","=""108385.91""","=""5d7.6s2""","=""2G""","=""9/2""","=""5d7.6s.6p""","=""108385*""","=""11/2""",,"=""T6519n""","=""L11529,L9479""",
"=""154.69433""","=""0.00020""","=""154.69446""","=""0.00003""","=""110""","=""""",,"=""9356.3167""","=""73999.874""","=""5d8.6s""","=""4F""","=""7/2""","=""5d7.6s.6p""","=""73999*""","=""5/2""",,"=""""","=""L11529""",
"=""154.70765""","=""0.00020""","=""154.70769""","=""0.00010""","=""250""","=""""",,"=""46046.461""","=""110684.49""","=""5d7.6s2""","=""4P""","=""1/2""","=""5d6.6s2.6p""","=""110684*""","=""3/2""",,"=""""","=""L11529""",
"=""154.78269""","=""0.00020""","=""154.783003""","=""0.000022""","=""110""","=""""",,"=""8419.840""","=""73026.417""","=""5d9""","=""2D""","=""3/2""","=""5d8.(3F).6p""","=""(2,3/2)*""","=""3/2""",,"=""""","=""L10146""",
"=""154.8119""","=""0.0010""","=""154.81190""","=""0.00010""","=""99""","=""""",,"=""18097.764""","=""82692.28""","=""5d8.6s""","=""2F""","=""7/2""","=""5d7.6s.6p""","=""82692*""","=""9/2""",,"=""""","=""L11529""",
"=""154.83465""","=""0.00020""","=""154.83467""","=""0.00010""","=""1200""","=""""",,"=""43737.431""","=""108322.45""","=""5d7.6s2""","=""2G""","=""9/2""","=""5d7.6s.6p""","=""108322*""","=""7/2""",,"=""""","=""L11529""",
"=""154.89044""","=""0.00020""","=""154.89037""","=""0.00007""","=""4800""","=""""",,"=""34647.266""","=""99209.06""","=""5d7.6s2""","=""4F""","=""7/2""","=""5d7.6s.6p""","=""99209*""","=""5/2""",,"=""""","=""L10146""",
"=""154.94974""","=""0.00020""","=""154.94969""","=""0.00006""","=""5000""","=""""",,"=""37877.855""","=""102414.933""","=""5d7.6s2""","=""4F""","=""3/2""","=""5d7.6s.6p""","=""102414*""","=""5/2""",,"=""""","=""L10146""",
"=""155.12918""","=""0.00020""","=""155.12909""","=""0.00010""","=""1100""","=""""",,"=""41434.119""","=""105896.56""","=""5d7.6s2""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""105896*""","=""3/2""",,"=""""","=""L11529""",
"=""155.1553""","=""0.0010""","=""155.15542""","=""0.00005""","=""38""","=""""",,"=""29030.529""","=""93482.030""","=""5d8.6s""","=""2G""","=""7/2""","=""5d7.6s.6p""","=""93482*""","=""7/2""",,"=""""","=""L11529""",
"=""155.23281""","=""0.00020""","=""155.23267""","=""0.00007""","=""25000""","=""""",,"=""36484.069""","=""100903.50""","=""5d7.6s2""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""100903*""","=""7/2""",,"=""""","=""L10146""",
"=""155.30683""","=""0.00020""","=""155.306858""","=""0.000022""","=""2500""","=""2.0e+07""",D+,"=""0.000""","=""64388.657""","=""5d9""","=""2D""","=""5/2""","=""5d8.(3F).6p""","=""(2,1/2)*""","=""3/2""",,"=""T8261""","=""L10146""",
"=""155.49282""","=""0.00020""","=""155.49269""","=""0.00005""","=""44000""","=""""",,"=""36484.069""","=""100795.772""","=""5d7.6s2""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""100795*""","=""3/2""",,"=""""","=""L10146""",
"=""155.52133""","=""0.00020""","=""155.52129""","=""0.00007""","=""160""","=""""",,"=""43737.431""","=""108037.31""","=""5d7.6s2""","=""2G""","=""9/2""","=""5d7.6s.6p""","=""108037*""","=""7/2""",,"=""""","=""L11529""",
"=""155.60618""","=""0.00020""","=""155.60614""","=""0.00007""","=""430""","=""""",,"=""32918.605""","=""97183.42""","=""5d8.6s""","=""2D""","=""5/2""","=""5d7.6s.6p""","=""97183*""","=""3/2""",,"=""""","=""L11529""",
"=""155.6791""","=""0.0010""","=""155.67902""","=""0.00010""","=""140""","=""""",,"=""23875.570""","=""88110.30""","=""5d8.6s""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""88110*""","=""3/2""",,"=""""","=""L11529""",
"=""155.71449""","=""0.00020""","=""155.71468""","=""0.00005""","=""1100""","=""""",,"=""29262.0099""","=""93482.030""","=""5d8.6s""","=""2G""","=""9/2""","=""5d7.6s.6p""","=""93482*""","=""7/2""",,"=""""","=""L10146""",
"=""155.74129""","=""0.00020""","=""155.74138""","=""0.00007""","=""220""","=""""",,"=""13329.277""","=""77538.29""","=""5d8.6s""","=""4P""","=""5/2""","=""5d7.(4F).6s.6p.(3P*)""","=""77538*""","=""3/2""",,"=""""","=""L11529""",
"=""155.7472""","=""0.0004""","=""155.74648""","=""0.00012""","=""250p""","=""""",,"=""32237.050""","=""96443.96""","=""5d8.6s""","=""2D""","=""3/2""","=""5d7.6s.6p""","=""96443*""","=""1/2""",,"=""""","=""L11529""",
"=""155.83471""","=""0.00020""","=""155.83475""","=""0.00005""","=""6500""","=""""",,"=""34647.266""","=""98817.807""","=""5d7.6s2""","=""4F""","=""7/2""","=""5d7.6s.6p""","=""98817*""","=""7/2""",,"=""""","=""L10146""",
"=""155.85216""","=""0.00020""","=""155.85252""","=""0.00007""","=""2600""","=""""",,"=""41434.119""","=""105597.34""","=""5d7.6s2""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""105597*""","=""5/2""",,"=""""","=""L11529""",
"=""155.8759""","=""0.0010""","=""155.87602""","=""0.00015""","=""44""","=""""",,"=""23875.570""","=""88029.12""","=""5d8.6s""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""88029*""","=""1/2""",,"=""""","=""L11529,L9479""",
"=""155.92806""","=""0.00020""","=""155.92813""","=""0.00017""","=""150""","=""""",,"=""48591.109""","=""112723.22""","=""5d7.6s2""","=""2H""","=""11/2""","=""5d7.(2F).6s.6p""","=""112723*""","=""11/2""",,"=""""","=""L11529,L9479""",
"=""155.93888""","=""0.00020""","=""155.93893""","=""0.00005""","=""8700""","=""""",,"=""36484.069""","=""100611.739""","=""5d7.6s2""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""100611*""","=""3/2""",,"=""""","=""L10146""",
"=""155.95696""","=""0.00020""","=""155.95697""","=""0.00010""","=""1500""","=""""",,"=""41434.119""","=""105554.37""","=""5d7.6s2""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""105554*""","=""7/2""",,"=""""","=""L11529""",
"=""156.10312""","=""0.00020""","=""156.10315""","=""0.00006""","=""3100""","=""""",,"=""29262.0099""","=""93322.215""","=""5d8.6s""","=""2G""","=""9/2""","=""5d7.(4F).6s.6p""","=""93322*""","=""11/2""",,"=""""","=""L11529""",
"=""156.15450""","=""0.00020""","=""156.15416""","=""0.00012""","=""9200*""","=""""",,"=""46046.461""","=""110085.74""","=""5d7.6s2""","=""4P""","=""1/2""","=""5d7.6s.6p""","=""110085*""","=""3/2""",,"=""""","=""L11529""",
"=""156.15450""","=""0.00020""","=""156.15449""","=""0.00007""","=""9200*""","=""""",,"=""37877.855""","=""101917.00""","=""5d7.6s2""","=""4F""","=""3/2""","=""5d7.6s.6p""","=""101916*""","=""5/2""",,"=""""","=""L11529""",
"=""156.58087""","=""0.00020""","=""156.58110""","=""0.00010""","=""700""","=""""",,"=""42031.892""","=""105896.56""","=""5d7.6s2""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""105896*""","=""3/2""",,"=""""","=""L11529""",
"=""156.7010""","=""0.0010""","=""156.699991""","=""0.000022""","=""65""","=""""",,"=""15791.309""","=""79607.522""","=""5d9""","=""2D""","=""3/2""","=""5d7.6s.6p""","=""79607*""","=""5/2""",,"=""""","=""L11529""",
"=""156.7410""","=""0.0010""","=""156.739836""","=""0.000020""","=""76""","=""""",,"=""18097.764""","=""81897.754""","=""5d8.6s""","=""2F""","=""7/2""","=""5d7.6s.6p""","=""81897*""","=""7/2""",,"=""""","=""L11529""",
"=""156.83594""","=""0.00020""","=""156.83581""","=""0.00010""","=""200""","=""""",,"=""27255.720""","=""91016.67""","=""5d8.6s""","=""2P""","=""1/2""","=""5d7.6s.6p""","=""91016*""","=""1/2""",,"=""""","=""L11529""",
"=""156.84950""","=""0.00020""","=""156.84942""","=""0.00005""","=""3900""","=""""",,"=""36484.069""","=""100239.486""","=""5d7.6s2""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""100239*""","=""5/2""",,"=""""","=""L10146""",
"=""156.89016""","=""0.00020""","=""156.890102""","=""0.000017""","=""5900""","=""2.78e+07""",C+,"=""0.000""","=""63738.884""","=""5d9""","=""2D""","=""5/2""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""7/2""",,"=""T8261""","=""L10146""",
"=""156.96106""","=""0.00020""","=""156.96109""","=""0.00010""","=""140""","=""""",,"=""24879.522""","=""88589.58""","=""5d7.6s2""","=""4F""","=""9/2""","=""5d7.(4P).6s.6p.(3P*)""","=""88589*""","=""7/2""",,"=""""","=""L11529""",
"=""157.09275""","=""0.00020""","=""157.09283""","=""0.00012""","=""810""","=""""",,"=""48591.109""","=""112247.74""","=""5d7.6s2""","=""2H""","=""11/2""","=""5d7.6s.6p""","=""112247*""","=""9/2""",,"=""""","=""L11529""",
"=""157.11196""","=""0.00020""","=""157.11196""","=""0.00010""","=""1600""","=""""",,"=""43737.431""","=""107386.31""","=""5d7.6s2""","=""2G""","=""9/2""","=""5d7.6s.6p""","=""107386*""","=""9/2""",,"=""""","=""L11529""",
"=""157.18842""","=""0.00020""","=""157.18817""","=""0.00006""","=""310""","=""""",,"=""53875.543""","=""117493.564""","=""5d8.(3F).6p""","=""(4,1/2)*""","=""9/2""","=""5d8.(1G).7s""","=""(4,1/2)""","=""7/2""",,"=""""","=""L11529""",
"=""157.21223""","=""0.00020""","=""157.21216""","=""0.00010""","=""910""","=""""",,"=""41434.119""","=""105042.43""","=""5d7.6s2""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""105042*""","=""5/2""",,"=""""","=""L11529""",
"=""157.27201""","=""0.00020""","=""157.27212""","=""0.00007""","=""860""","=""""",,"=""41434.119""","=""105018.18""","=""5d7.6s2""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""105018*""","=""3/2""",,"=""""","=""L11529""",
"=""157.31802""","=""0.00020""","=""157.31817""","=""0.00007""","=""5900""","=""""",,"=""42031.892""","=""105597.34""","=""5d7.6s2""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""105597*""","=""5/2""",,"=""""","=""L11529""",
"=""157.38175""","=""0.00020""","=""157.38179""","=""0.00005""","=""9100""","=""""",,"=""34647.266""","=""98187.017""","=""5d7.6s2""","=""4F""","=""7/2""","=""5d7.6s.6p""","=""98186*""","=""7/2""",,"=""""","=""L10146""",
"=""157.40820""","=""0.00020""","=""157.40815""","=""0.00003""","=""330""","=""4.9e+06""",D+,"=""8419.840""","=""71948.954""","=""5d9""","=""2D""","=""3/2""","=""5d7.(4F).6s.6p.(3P*)""","=""71948*""","=""5/2""",,"=""T8261""","=""L10146""",
"=""157.43067""","=""0.00020""","=""157.43059""","=""0.00007""","=""44000""","=""""",,"=""37877.855""","=""101397.91""","=""5d7.6s2""","=""4F""","=""3/2""","=""5d7.6s.6p""","=""101397*""","=""5/2""",,"=""""","=""L10146""",
"=""157.44002""","=""0.00020""","=""157.44005""","=""0.00007""","=""2900""","=""""",,"=""37877.855""","=""101394.094""","=""5d7.6s2""","=""4F""","=""3/2""","=""5d7.6s.6p""","=""101394*""","=""1/2""",,"=""""","=""L11529""",
"=""157.46393""","=""0.00020""","=""157.46400""","=""0.00010""","=""290""","=""""",,"=""29030.529""","=""92537.11""","=""5d8.6s""","=""2G""","=""7/2""","=""5d7.6s.6p""","=""92537*""","=""9/2""",,"=""""","=""L11529""",
"=""157.5299""","=""0.0010""","=""157.53043""","=""0.00022""","=""59""","=""""",,"=""24879.522""","=""88359.32""","=""5d7.6s2""","=""4F""","=""9/2""","=""5d7.6s.6p""","=""88359*""","=""9/2""",,"=""""","=""L11529,L9479""",
"=""157.78723""","=""0.00020""","=""157.78735""","=""0.00006""","=""750""","=""""",,"=""16820.9342""","=""80197.371""","=""5d8.6s""","=""4F""","=""5/2""","=""5d8.(1G).6p""","=""(4,3/2)*""","=""7/2""",,"=""""","=""L11529""",
"=""157.9150""","=""0.0010""","=""157.91514""","=""0.00012""","=""33""","=""""",,"=""23461.548""","=""86786.70""","=""5d8.6s""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""86786*""","=""7/2""",,"=""""","=""L11529,L9479""",
"=""157.94357""","=""0.00020""","=""157.94355""","=""0.00005""","=""17000""","=""""",,"=""36484.069""","=""99797.827""","=""5d7.6s2""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""99797*""","=""5/2""",,"=""""","=""L10146""",
"=""157.9928""","=""0.0004""","=""157.99321""","=""0.00015""","=""290p""","=""""",,"=""24879.522""","=""88173.38""","=""5d7.6s2""","=""4F""","=""9/2""","=""5d7.6s.6p""","=""88173*""","=""7/2""",,"=""""","=""L11529""",
"=""158.04001""","=""0.00020""","=""158.04005""","=""0.00010""","=""640""","=""""",,"=""29262.0099""","=""92537.11""","=""5d8.6s""","=""2G""","=""9/2""","=""5d7.6s.6p""","=""92537*""","=""9/2""",,"=""""","=""L11529""",
"=""158.06548""","=""0.00020""","=""158.06536""","=""0.00007""","=""370""","=""""",,"=""29262.0099""","=""92526.98""","=""5d8.6s""","=""2G""","=""9/2""","=""5d7.(2H).6s.6p.(3P*)""","=""92526*""","=""11/2""",,"=""""","=""L11529""",
"=""158.0801""","=""0.0004""","=""158.07993""","=""0.00012""","=""1600p""","=""""",,"=""43737.431""","=""106996.57""","=""5d7.6s2""","=""2G""","=""9/2""","=""5d8.7p""","=""106996*""","=""7/2""",,"=""""","=""L11529""",
"=""158.0832""","=""0.0004""","=""158.08322""","=""0.00010""","=""960p""","=""""",,"=""43737.431""","=""106995.25""","=""5d7.6s2""","=""2G""","=""9/2""","=""5d8.7p""","=""106995*""","=""9/2""",,"=""""","=""L11529""",
"=""158.13980""","=""0.00020""","=""158.13968""","=""0.00008""","=""20000""","=""""",,"=""37877.855""","=""101113.09""","=""5d7.6s2""","=""4F""","=""3/2""","=""5d7.6s.6p""","=""101113*""","=""1/2""",,"=""""","=""L11529""",
"=""158.36406""","=""0.00020""","=""158.36424""","=""0.00006""","=""2800""","=""""",,"=""34647.266""","=""97792.836""","=""5d7.6s2""","=""4F""","=""7/2""","=""5d7.6s.6p""","=""97792*""","=""5/2""",,"=""""","=""L11529""",
"=""158.3975""","=""0.0010""","=""158.39751""","=""0.00005""","=""85""","=""""",,"=""13329.277""","=""76461.582""","=""5d8.6s""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""76461*""","=""5/2""",,"=""""","=""L11529""",
"=""158.6589""","=""0.0010""","=""158.65903""","=""0.00008""","=""120""","=""""",,"=""23461.548""","=""86489.79""","=""5d8.6s""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""86489*""","=""5/2""",,"=""""","=""L11529""",
"=""158.70368""","=""0.00020""","=""158.70361""","=""0.00010""","=""1200""","=""""",,"=""42031.892""","=""105042.43""","=""5d7.6s2""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""105042*""","=""5/2""",,"=""""","=""L11529""",
"=""158.74559""","=""0.00020""","=""158.745738""","=""0.000015""","=""1100""","=""""",,"=""4786.6527""","=""67780.470""","=""5d8.6s""","=""4F""","=""9/2""","=""5d7.(4F).6s.6p.(3P*)""","=""(9/2,1)*""","=""7/2""",,"=""""","=""L11529""",
